step,total_queue,avg_wait_time,co2_kg,amb_time,fire_time
912,7,0.0,0.0726,,
913,8,0.0,0.0852,,
914,10,0.0,0.0688,,
915,12,0.0,0.0786,,
916,12,0.0,0.067,,
917,12,0.0,0.0529,,
918,12,0.0,0.0462,,
919,10,0.04,0.0492,,
920,9,0.12,0.0495,,
921,9,0.12,0.0594,,
922,10,0.17,0.0499,,
923,9,0.22,0.0467,,
924,9,0.26,0.0396,,
925,7,0.31,0.057,,
926,6,0.42,0.0469,,
927,6,0.2,0.0356,,
928,6,0.29,0.0279,,
929,6,0.43,0.0535,,
930,6,0.65,0.0422,,
931,6,0.87,0.0506,,
932,6,1.09,0.0449,,
933,5,1.27,0.0463,,
934,9,1.59,0.0413,,
935,8,1.45,0.0511,,
936,8,1.18,0.0386,,
937,7,0.88,0.0467,,
938,6,1.08,0.0574,,
939,6,1.27,0.0632,,
940,5,1.46,0.0588,,
941,5,1.65,0.0554,,
942,5,1.92,0.0516,,
943,5,1.72,0.0585,,
944,4,1.96,0.0515,,
945,3,2.26,0.0547,,
946,5,2.11,0.0628,,
947,6,2.33,0.0532,,
948,6,2.65,0.063,,
949,6,1.9,0.065,,
950,6,1.43,0.0683,,
951,6,1.6,0.0752,,
952,6,0.17,0.0817,,
953,6,0.18,0.0948,,
954,5,0.0,0.0822,,
955,7,0.0,0.0915,,
956,7,0.0,0.0675,,
957,6,0.04,0.0772,,
958,9,0.07,0.0666,,
959,10,0.12,0.0568,,
960,10,0.2,0.0838,,
961,10,0.07,0.0542,,
962,9,0.0,0.0676,,
963,9,0.0,0.0496,,
964,7,0.0,0.0429,,
965,5,0.0,0.0617,,
966,4,0.0,0.0779,,
967,4,0.0,0.101,,
968,4,0.03,0.091,,
969,5,0.1,0.0953,,
970,7,0.21,0.1081,,
971,8,0.32,0.0949,,
972,8,0.44,0.0762,,
973,9,0.52,0.0722,,
974,10,0.65,0.0889,,
975,10,0.55,0.0906,,
976,9,0.67,0.0656,,
977,9,0.45,0.0725,,
978,9,0.0,0.0868,,
979,8,0.04,0.0767,,
980,6,0.12,0.0816,,
981,6,0.24,0.0817,,
982,8,0.4,0.0745,,
983,8,0.56,0.0604,,
984,7,0.72,0.0487,,
985,7,0.61,0.0567,,
986,7,0.74,0.0498,,
987,7,0.54,0.0482,,
988,7,0.62,0.05,,
989,6,0.69,0.0697,,
990,6,0.77,0.075,,
991,5,0.8,0.0914,,
992,5,0.5,0.0739,,
993,5,0.2,0.0703,,
994,7,0.28,0.0603,,
995,6,0.21,0.0688,,
996,5,0.29,0.0502,,
997,5,0.35,0.0743,,
998,4,0.48,0.0806,,
999,4,0.65,0.08,,
1000,8,0.42,0.0756,,
1001,8,0.42,0.094,,
1002,8,0.48,0.0939,,
1003,8,0.55,0.0739,,
1004,6,0.68,0.0926,,
1005,6,0.82,0.0998,,
1006,10,0.96,0.0879,,
1007,9,1.11,0.0775,,
1008,9,1.3,0.0612,,
1009,7,1.26,0.0659,,
1010,6,1.43,0.0781,,
1011,6,1.6,0.0908,,
1012,6,1.14,0.0573,,
1013,6,1.29,0.0773,,
1014,5,0.39,0.079,,
1015,4,0.43,0.0755,,
1016,4,0.48,0.0709,,
1017,4,0.04,0.0696,,
1018,7,0.12,0.0597,,
1019,7,0.21,0.0594,,
1020,7,0.29,0.0742,,
1021,6,0.33,0.0726,,
1022,6,0.21,0.0631,,
1023,6,0.24,0.0595,,
1024,5,0.29,0.0607,,
1025,5,0.32,0.072,,
1026,5,0.36,0.0731,,
1027,4,0.41,0.0708,,
1028,3,0.44,0.0838,,
1029,3,0.52,0.0769,,
1030,6,0.62,0.0782,,
1031,9,0.72,0.0814,,
1032,9,0.67,0.0578,,
1033,10,0.04,0.0669,,
1034,10,0.0,0.0604,,
1035,9,0.0,0.0625,,
1036,9,0.0,0.0779,,
1037,9,0.0,0.085,,
1038,8,0.0,0.0678,,
1039,7,0.0,0.0789,,
1040,6,0.04,0.0748,,
1041,4,0.07,0.0951,,
1042,8,0.15,0.095,,
1043,8,0.23,0.064,,
1044,8,0.2,0.0642,,
1045,11,0.24,0.0489,,
1046,11,0.31,0.0456,,
1047,11,0.41,0.0569,,
1048,11,0.15,0.0679,,
1049,10,0.04,0.0614,,
1050,9,0.08,0.054,,
1051,9,0.12,0.0604,,
1052,7,0.17,0.0617,,
1053,7,0.21,0.0866,,
1054,9,0.26,0.0615,,
1055,9,0.35,0.0434,,
1056,8,0.43,0.0541,,
1057,8,0.48,0.0546,,
1058,7,0.12,0.0364,,
1059,7,0.19,0.0356,,
1060,6,0.12,0.0486,,
1061,5,0.19,0.0461,,
1062,5,0.28,0.0551,,
1063,4,0.39,0.0607,,
1064,3,0.52,0.0572,,
1065,3,0.65,0.0649,,
1066,6,0.83,0.0614,,
1067,7,0.7,0.0628,,
1068,7,0.61,0.051,,
1069,6,0.59,0.0503,,
1070,6,0.19,0.0601,,
1071,6,0.04,0.0551,,
1072,5,0.08,0.051,,
1073,5,0.12,0.0512,,
1074,5,0.17,0.0536,,
1075,3,0.22,0.0521,,
1076,3,0.32,0.0754,,
1077,2,0.14,0.0564,,
1078,5,0.14,0.0568,,
1079,6,0.29,0.0561,,
1080,6,0.35,0.0517,,
1081,6,0.21,0.0413,,
1082,6,0.25,0.0543,,
1083,5,0.33,0.0518,,
1084,5,0.35,0.0492,,
1085,5,0.14,0.0518,,
1086,4,0.1,0.0648,,
1087,3,0.17,0.0856,,
1088,2,0.25,0.0789,,
1089,2,0.24,0.0945,,
1090,4,0.1,0.1137,,
1091,7,0.07,0.1091,,
1092,7,0.0,0.105,,
1093,8,0.0,0.0942,,
1094,10,0.0,0.0945,,
1095,11,0.0,0.0974,,
1096,12,0.0,0.0848,,
1097,12,0.0,0.0924,,
1098,11,0.0,0.101,,
1099,11,0.0,0.0931,,
1100,10,0.04,0.0938,,
1101,9,0.11,0.1163,,
1102,13,0.19,0.0902,,
1103,13,0.19,0.0559,,
1104,11,0.2,0.0568,,
1105,9,0.24,0.0676,,
1106,8,0.32,0.06,,
1107,8,0.39,0.0587,,
1108,8,0.54,0.0627,,
1109,8,0.68,0.0547,,
1110,7,0.8,0.0704,,
1111,6,0.96,0.085,,
1112,5,1.12,0.0983,,
1113,5,0.5,0.0668,,
1114,8,0.65,0.0774,,
1115,8,0.78,0.0782,,
1116,7,0.96,0.0497,,
1117,6,0.74,0.0489,,
1118,6,0.35,0.0425,,
1119,5,0.44,0.0576,,
1120,4,0.58,0.0565,,
1121,4,0.33,0.0696,,
1122,4,0.13,0.071,,
1123,4,0.17,0.0796,,
1124,3,0.09,0.0711,,
1125,4,0.19,0.0727,,
1126,5,0.28,0.0872,,
1127,7,0.42,0.0836,,
1128,7,0.33,0.0677,,
1129,6,0.36,0.0885,,
1130,6,0.25,0.0738,,
1131,6,0.29,0.0955,,
1132,5,0.32,0.0786,,
1133,5,0.36,0.0899,,
1134,5,0.39,0.0971,,
1135,7,0.44,0.0781,,
1136,7,0.5,0.0754,,
1137,7,0.56,0.0707,,
1138,10,0.6,0.0673,,
1139,11,0.74,0.0621,,
1140,11,0.86,0.0409,,
1141,11,0.81,0.0374,,
1142,10,0.13,0.0553,,
1143,9,0.0,0.045,,
1144,8,0.0,0.0552,,
1145,7,0.0,0.0582,,
1146,5,0.0,0.0724,,
1147,5,0.0,0.0789,,
1148,5,0.0,0.0775,,
1149,3,0.08,0.0738,,
1150,6,0.17,0.0877,,
1151,8,0.25,0.0735,,
1152,8,0.33,0.059,,
1153,9,0.19,0.0672,,
1154,9,0.22,0.0522,,
1155,9,0.26,0.0697,,
1156,9,0.31,0.0637,,
1157,9,0.35,0.0828,,
1158,9,0.0,0.044,,
1159,8,0.0,0.0592,,
1160,8,0.0,0.0513,,
1161,6,0.0,0.0432,,
1162,8,0.04,0.0558,,
1163,7,0.14,0.0636,,
1164,6,0.24,0.0347,,
1165,6,0.32,0.0529,,
1166,6,0.44,0.0526,,
1167,6,0.56,0.0444,,
1168,6,0.46,0.0281,,
1169,5,0.62,0.0332,,
1170,5,0.25,0.0332,,
1171,4,0.11,0.0534,,
1172,3,0.14,0.0554,,
1173,2,0.04,0.0686,,
1174,6,0.04,0.0722,,
1175,6,0.12,0.0781,,
1176,5,0.04,0.086,,
1177,5,0.07,0.0708,,
1178,5,0.11,0.087,,
1179,5,0.14,0.0821,,
1180,9,0.18,0.0696,,
1181,9,0.21,0.0653,,
1182,9,0.25,0.0793,,
1183,7,0.29,0.0877,,
1184,7,0.32,0.0997,,
1185,7,0.36,0.081,,
1186,8,0.39,0.0538,,
1187,9,0.46,0.0485,,
1188,9,0.5,0.0531,,
1189,7,0.48,0.0462,,
1190,5,0.54,0.0625,,
1191,5,0.61,0.0544,,
1192,5,0.73,0.0732,,
1193,5,0.81,0.0587,,
1194,5,0.92,0.0566,,
1195,5,1.08,0.0571,,
1196,3,1.32,0.0534,,
1197,3,1.5,0.0618,,
1198,7,0.76,0.0624,,
1199,7,0.9,0.0481,,
1200,6,1.1,0.044,,
1201,6,0.96,0.0347,,
1202,5,0.59,0.0461,,
1203,5,0.48,0.0664,,
1204,5,0.62,0.0589,,
1205,5,0.2,0.0458,,
1206,3,0.0,0.0619,,
1207,2,0.0,0.0749,,
1208,2,0.0,0.0838,,
1209,2,0.04,0.0893,,
1210,5,0.0,0.084,,
1211,8,0.04,0.0948,,
1212,8,0.08,0.0695,,
1213,10,0.0,0.0676,,
1214,10,0.04,0.0601,,
1215,9,0.07,0.0619,,
1216,9,0.1,0.0635,,
1217,9,0.13,0.0875,,
1218,9,0.16,0.0961,,
1219,8,0.0,0.1102,,
1220,6,0.0,0.1059,,
1221,7,0.0,0.1141,,
1222,9,0.04,0.1025,,
1223,8,0.11,0.0857,,
1224,7,0.11,0.1009,,
1225,11,0.13,0.0763,,
1226,10,0.17,0.0865,,
1227,10,0.23,0.0562,,
1228,10,0.24,0.0448,,
1229,10,0.31,0.0423,,
1230,9,0.43,0.0545,,
1231,6,0.56,0.0699,,
1232,6,0.73,0.0801,,
1233,6,0.92,0.0617,,
1234,8,1.16,0.0558,,
1235,9,1.42,0.0316,,
1236,8,1.54,0.0332,,
1237,8,1.57,0.0335,,
1238,7,1.54,0.0431,,
1239,7,1.61,0.0517,,
1240,7,1.85,0.0407,,
1241,6,2.19,0.0523,,
1242,6,2.33,0.0481,,
1243,5,2.58,0.0603,,
1244,4,2.62,0.0743,,
1245,4,2.88,0.0881,,
1246,7,3.15,0.088,,
1247,7,2.73,0.0674,,
1248,7,1.54,0.0593,,
1249,7,0.33,0.0675,,
1250,6,0.13,0.0464,,
1251,6,0.03,0.0607,,
1252,6,0.0,0.0667,,
1253,6,0.0,0.0543,,
1254,5,0.0,0.0909,,
1255,5,0.0,0.0875,,
1256,4,0.0,0.0919,,
1257,3,0.0,0.0989,,
1258,6,0.04,0.0975,,
1259,6,0.12,0.1052,,
1260,6,0.21,0.0728,,
1261,6,0.26,0.0663,,
1262,6,0.29,0.0949,,
1263,6,0.37,0.0902,,
1264,6,0.43,0.0769,,
1265,6,0.0,0.0919,,
1266,6,0.0,0.0778,,
1267,2,0.03,0.0741,,
1268,2,0.06,0.0906,,
1269,2,0.1,0.0954,,
1270,5,0.17,0.1015,,
1271,8,0.32,0.0967,,
1272,8,0.46,0.0812,,
1273,10,0.39,0.0745,,
1274,11,0.48,0.0835,,
1275,12,0.58,0.0805,,
1276,12,0.68,0.0596,,
1277,12,0.89,0.0597,,
1278,12,0.71,0.0508,,
1279,11,0.82,0.0462,,
1280,9,0.93,0.0499,,
1281,8,1.04,0.0595,,
1282,8,1.14,0.0589,,
1283,9,0.77,0.0483,,
1284,7,0.46,0.0504,,
1285,6,0.52,0.063,,
1286,6,0.66,0.0561,,
1287,6,0.24,0.0553,,
1288,6,0.34,0.0716,,
1289,6,0.45,0.0518,,
1290,6,0.59,0.0589,,
1291,6,0.79,0.059,,
1292,5,1.04,0.0672,,
1293,5,1.25,0.0557,,
1294,9,1.54,0.0611,,
1295,9,2.0,0.0583,,
1296,9,2.0,0.0514,,
1297,9,1.83,0.0563,,
1298,9,1.21,0.062,,
1299,9,0.69,0.0647,,
1300,8,0.25,0.0584,,
1301,7,0.29,0.063,,
1302,7,0.35,0.055,,
1303,6,0.38,0.0881,,
1304,6,0.42,0.088,,
1305,5,0.52,0.0896,,
1306,7,0.55,0.0995,,
1307,8,0.66,0.0967,,
1308,7,0.76,0.0964,,
1309,7,0.76,0.0917,,
1310,7,0.85,0.0937,,
1311,7,0.41,0.0834,,
1312,7,0.27,0.0698,,
1313,6,0.0,0.071,,
1314,7,0.0,0.0586,,
1315,6,0.0,0.0685,,
1316,5,0.0,0.0803,,
1317,5,0.04,0.0885,,
1318,7,0.08,0.0657,,
1319,9,0.0,0.062,,
1320,9,0.0,0.048,,
1321,8,0.0,0.0444,,
1322,8,0.0,0.0545,,
1323,8,0.0,0.0601,,
1324,8,0.03,0.0555,,
1325,6,0.1,0.0453,,
1326,4,0.17,0.0728,,
1327,3,0.24,0.0891,,
1328,1,0.32,0.0883,,
1329,1,0.39,0.0817,,
1330,4,0.56,0.0849,,
1331,7,0.44,0.087,,
1332,7,0.22,0.0764,,
1333,8,0.27,0.093,,
1334,9,0.33,0.0784,,
1335,9,0.21,0.0814,,
1336,9,0.0,0.1099,,
1337,10,0.0,0.0713,,
1338,9,0.0,0.0863,,
1339,9,0.0,0.099,,
1340,6,0.0,0.0847,,
1341,5,0.0,0.0693,,
1342,8,0.04,0.0806,,
1343,7,0.08,0.0683,,
1344,7,0.12,0.0539,,
1345,6,0.14,0.0588,,
1346,6,0.19,0.0749,,
1347,5,0.26,0.0495,,
1348,5,0.33,0.0561,,
1349,5,0.42,0.0733,,
1350,5,0.52,0.0734,,
1351,4,0.55,0.0644,,
1352,4,0.32,0.1019,,
1353,3,0.43,0.0992,,
1354,5,0.59,0.0717,,
1355,6,0.81,0.0691,,
1356,6,0.96,0.0601,,
1357,6,0.76,0.0744,,
1358,6,0.97,0.0804,,
1359,6,1.26,0.0815,,
1360,9,1.37,0.0849,,
1361,9,1.0,0.076,,
1362,8,0.73,0.0774,,
1363,7,0.5,0.0994,,
1364,6,0.36,0.0583,,
1365,6,0.44,0.0802,,
1366,9,0.46,0.0497,,
1367,9,0.17,0.0487,,
1368,8,0.25,0.0469,,
1369,7,0.29,0.0699,,
1370,5,0.36,0.0652,,
1371,5,0.46,0.056,,
1372,5,0.5,0.0706,,
1373,5,0.59,0.0701,,
1374,4,0.69,0.0616,,
1375,3,0.77,0.0672,,
1376,2,0.92,0.0639,,
1377,2,1.04,0.0671,,
1378,6,1.17,0.0784,,
1379,6,1.33,0.0761,,
1380,6,0.91,0.0386,,
1381,6,0.33,0.0436,,
1382,5,0.07,0.044,,
1383,4,0.1,0.0668,,
1384,4,0.14,0.06,,
1385,4,0.21,0.0584,,
1386,4,0.07,0.0805,,
1387,2,0.12,0.0614,,
1388,2,0.23,0.0935,,
1389,2,0.36,0.0841,,
1390,6,0.28,0.0831,,
1391,8,0.33,0.0619,,
1392,8,0.42,0.07,,
1393,8,0.22,0.0618,,
1394,9,0.26,0.0648,,
1395,8,0.3,0.0503,,
1396,8,0.03,0.0632,,
1397,8,0.03,0.0644,,
1398,8,0.07,0.0622,,
1399,6,0.11,0.0818,,
1400,4,0.14,0.0612,,
1401,5,0.22,0.0804,,
1402,7,0.3,0.0773,,
1403,6,0.37,0.0674,,
1404,6,0.5,0.0716,,
1405,8,0.53,0.0789,,
1406,10,0.45,0.064,,
1407,10,0.55,0.0534,,
1408,10,0.62,0.0503,,
1409,10,0.72,0.0594,,
1410,9,0.83,0.0542,,
1411,8,0.93,0.0692,,
1412,8,1.15,0.0657,,
1413,7,1.38,0.0672,,
1414,10,1.72,0.0544,,
1415,8,2.0,0.0584,,
1416,8,2.0,0.0443,,
1417,7,1.71,0.0467,,
1418,7,1.71,0.048,,
1419,7,1.04,0.0605,,
1420,7,1.23,0.0549,,
1421,7,0.65,0.0565,,
1422,7,0.44,0.0548,,
1423,5,0.08,0.055,,
1424,5,0.0,0.0741,,
1425,5,0.04,0.085,,
1426,7,0.09,0.0835,,
1427,7,0.17,0.0637,,
1428,7,0.26,0.0473,,
1429,7,0.19,0.0643,,
1430,7,0.0,0.0678,,
1431,7,0.0,0.0472,,
1432,5,0.0,0.0542,,
1433,5,0.0,0.0495,,
1434,5,0.04,0.0521,,
1435,2,0.08,0.0536,,
1436,2,0.18,0.061,,
1437,2,0.27,0.0415,,
1438,6,0.36,0.0531,,
1439,5,0.5,0.034,,
1440,5,0.26,0.0335,,
1441,5,0.27,0.0453,,
1442,5,0.27,0.0584,,
1443,5,0.31,0.0727,,
1444,5,0.36,0.0633,,
1445,5,0.36,0.0787,,
1446,5,0.0,0.0774,,
1447,5,0.0,0.0962,,
1448,2,0.0,0.098,,
1449,1,0.0,0.0898,,
1450,4,0.03,0.1299,,
1451,7,0.07,0.1361,,
1452,7,0.1,0.1072,,
1453,10,0.0,0.1328,,
1454,13,0.0,0.1087,,
1455,13,0.0,0.1188,,
1456,14,0.0,0.0979,,
1457,14,0.0,0.0952,,
1458,14,0.0,0.0796,,
1459,14,0.0,0.0635,,
1460,13,0.0,0.0863,,
1461,11,0.04,0.0887,,
1462,15,0.15,0.0994,,
1463,15,0.16,0.0499,,
1464,13,0.17,0.0567,,
1465,11,0.25,0.0399,,
1466,11,0.18,0.0676,,
1467,10,0.25,0.0531,,
1468,9,0.36,0.0476,,
1469,9,0.29,0.0614,,
1470,9,0.25,0.0644,,
1471,8,0.39,0.0598,,
1472,8,0.56,0.0797,,
1473,8,0.58,0.0721,,
1474,10,0.73,0.0593,,
1475,9,0.92,0.0478,,
1476,8,1.08,0.0632,,
1477,8,1.11,0.0631,,
1478,8,1.29,0.0663,,
1479,8,1.46,0.0956,,
1480,8,1.64,0.0957,,
1481,8,1.89,0.0641,,
1482,8,0.85,0.0725,,
1483,6,0.0,0.0629,,
1484,3,0.0,0.0751,,
1485,4,0.04,0.0855,,
1486,5,0.07,0.0882,,
1487,6,0.11,0.0943,,
1488,6,0.19,0.1151,,
1489,6,0.25,0.0742,,43
1490,6,0.31,0.0884,,
1491,6,0.39,0.0917,,
1492,6,0.5,0.0717,43,
1493,6,0.62,0.0584,,
1494,6,0.73,0.063,,
1495,9,0.85,0.0552,,
1496,8,0.96,0.0698,,
1497,7,1.08,0.0535,,
1498,10,1.24,0.0763,,
1499,11,0.96,0.0494,,
1500,11,1.13,0.0559,,
1501,11,1.07,0.0556,,
1502,11,1.14,0.0435,,
1503,10,1.29,0.0831,,
1504,9,1.43,0.0829,,
1505,8,1.11,0.0702,,
1506,6,1.07,0.0878,,
1507,5,1.18,0.063,,
1508,5,0.46,0.104,,
1509,6,0.07,0.1091,,
1510,8,0.12,0.0892,,
1511,10,0.19,0.0701,,
1512,10,0.28,0.0621,,
1513,11,0.34,0.0785,,
1514,11,0.45,0.0786,,
1515,10,0.11,0.068,,
1516,9,0.14,0.0675,,
1517,8,0.18,0.0685,,
1518,8,0.0,0.0832,,
1519,6,0.07,0.0766,,
1520,6,0.07,0.0886,,
1521,4,0.12,0.0755,,
1522,8,0.2,0.0625,,
1523,6,0.28,0.0472,,
1524,6,0.36,0.0504,,
1525,6,0.39,0.0746,,
1526,6,0.5,0.0763,,
1527,6,0.63,0.0706,,
1528,6,0.63,0.0533,,
1529,6,0.35,0.0483,,
1530,6,0.08,0.0587,,
1531,6,0.1,0.0682,,
1532,4,0.14,0.0716,,
1533,3,0.0,0.089,,
1534,5,0.03,0.0821,,
1535,6,0.07,0.0767,,
1536,6,0.15,0.0764,,
1537,6,0.2,0.0665,,
1538,6,0.3,0.0776,,
1539,6,0.28,0.0819,,
1540,10,0.36,0.0799,,
1541,9,0.44,0.0609,,
1542,9,0.56,0.0494,,
1543,8,0.67,0.0605,,
1544,7,0.81,0.0676,,
1545,7,0.65,0.0683,,
1546,10,0.68,0.0539,,
1547,11,0.92,0.0493,,
1548,11,1.22,0.0369,,
1549,8,1.26,0.0401,,
1550,7,1.48,0.0567,,
1551,7,1.5,0.0479,,
1552,7,1.5,0.0647,,
1553,7,1.44,0.0505,,
1554,7,1.56,0.06,,
1555,6,1.28,0.0538,,
1556,6,1.4,0.0636,,
1557,6,1.62,0.0667,,
1558,9,1.58,0.0698,,
1559,8,1.78,0.0588,,
1560,7,1.91,0.0435,,
1561,7,0.7,0.0528,,
1562,7,0.13,0.0703,,
1563,6,0.0,0.0793,,
1564,6,0.0,0.0637,,
1565,6,0.0,0.0632,,
1566,4,0.0,0.0769,,
1567,2,0.03,0.0957,,
1568,2,0.1,0.0908,,
1569,3,0.19,0.0761,,
1570,6,0.15,0.0928,,
1571,8,0.23,0.0693,,
1572,9,0.31,0.0775,,
1573,9,0.11,0.0821,,
1574,10,0.14,0.0565,,
1575,9,0.04,0.0665,,
1576,9,0.0,0.0904,,
1577,8,0.03,0.0888,,
1578,9,0.07,0.1075,,
1579,7,0.11,0.1118,,
1580,6,0.14,0.1018,,
1581,6,0.18,0.1111,,
1582,8,0.04,0.111,,
1583,8,0.07,0.0781,,
1584,9,0.04,0.0878,,
1585,10,0.03,0.0706,,
1586,11,0.0,0.0591,,
1587,9,0.03,0.0482,,
1588,9,0.07,0.0642,,
1589,9,0.0,0.0694,,
1590,8,0.04,0.0754,,
1591,8,0.07,0.0786,,
1592,7,0.15,0.0775,,
1593,6,0.08,0.0843,,
1594,9,0.12,0.0762,,
1595,8,0.25,0.0634,,
1596,7,0.38,0.0468,,
1597,7,0.46,0.0566,,
1598,7,0.54,0.0764,,
1599,7,0.36,0.0361,,
1600,6,0.43,0.0715,,
1601,5,0.54,0.0597,,
1602,5,0.37,0.0506,,
1603,5,0.33,0.0645,,
1604,5,0.44,0.0542,,
1605,6,0.54,0.0749,,
1606,8,0.65,0.0566,,
1607,8,0.86,0.0803,,
1608,7,0.95,0.0595,,
1609,7,0.96,0.0761,,
1610,7,1.12,0.0751,,
1611,7,1.32,0.0697,,
1612,7,0.76,0.0772,,
1613,7,0.6,0.0686,,
1614,5,0.33,0.0785,,
1615,5,0.42,0.086,,
1616,4,0.52,0.0647,,
1617,3,0.26,0.0697,,
1618,7,0.36,0.0623,,
1619,6,0.52,0.0598,,
1620,6,0.19,0.0539,,
1621,6,0.2,0.0547,,
1622,5,0.22,0.0658,,
1623,5,0.26,0.0849,,
1624,5,0.31,0.0556,,
1625,5,0.32,0.0856,,
1626,5,0.36,0.0643,,
1627,4,0.39,0.0808,,
1628,1,0.44,0.0708,,
1629,1,0.48,0.0838,,
1630,4,0.52,0.107,,
1631,7,0.58,0.1044,,
1632,7,0.67,0.0786,,
1633,8,0.0,0.082,,
1634,9,0.04,0.0944,,
1635,12,0.07,0.0762,,
1636,12,0.11,0.0546,,
1637,12,0.15,0.0448,,
1638,12,0.19,0.0563,,
1639,10,0.23,0.0441,,
1640,10,0.31,0.0585,,
1641,9,0.12,0.0669,,
1642,11,0.08,0.0721,,
1643,10,0.17,0.0492,,
1644,8,0.26,0.0407,,
1645,8,0.3,0.0554,,
1646,8,0.38,0.0469,,
1647,8,0.58,0.0475,,
1648,8,0.77,0.0473,,
1649,8,0.35,0.0542,,
1650,8,0.15,0.0682,,
1651,5,0.27,0.0544,,
1652,5,0.44,0.077,,
1653,4,0.58,0.0633,,
1654,5,0.83,0.064,,
1655,5,0.65,0.0497,,
1656,5,0.61,0.0523,,
1657,5,0.54,0.0474,,
1658,5,0.38,0.0551,,
1659,5,0.0,0.0568,,
1660,5,0.0,0.0469,,
1661,4,0.08,0.0413,,
1662,4,0.08,0.0517,,
1663,4,0.17,0.0542,,
1664,4,0.27,0.0525,,
1665,3,0.45,0.0699,,
1666,6,0.54,0.0669,,
1667,6,0.5,0.0616,,
1668,6,0.62,0.0449,,
1669,5,0.63,0.0626,,
1670,5,0.73,0.0506,,
1671,5,0.9,0.0756,,
1672,5,0.68,0.0627,,
1673,5,0.5,0.0743,,
1674,5,0.56,0.0714,,
1675,7,0.59,0.089,,
1676,7,0.46,0.0666,,
1677,7,0.5,0.0691,,
1678,10,0.62,0.0751,,
1679,11,0.72,0.0467,,
1680,11,0.24,0.0522,,
1681,11,0.0,0.0553,,
1682,11,0.0,0.061,,
1683,10,0.0,0.0625,,
1684,9,0.0,0.0758,,
1685,8,0.0,0.0706,,
1686,7,0.03,0.0888,,
1687,6,0.07,0.0954,,
1688,5,0.14,0.0753,,
1689,4,0.25,0.0775,,
1690,5,0.22,0.0721,,
1691,9,0.37,0.0857,,
1692,9,0.33,0.0757,,
1693,10,0.29,0.0765,,
1694,11,0.37,0.0792,,
1695,10,0.24,0.0683,,
1696,10,0.28,0.0796,,
1697,9,0.31,0.0813,,
1698,10,0.34,0.0758,,
1699,8,0.41,0.0968,,
1700,8,0.44,0.098,,
1701,9,0.48,0.1054,,
1702,10,0.63,0.1053,,
1703,10,0.78,0.0745,,
1704,10,0.96,0.0574,,
1705,10,0.7,0.0461,,
1706,10,0.83,0.0621,,
1707,8,0.97,0.0449,,
1708,8,1.18,0.0456,,
1709,8,1.39,0.0551,,
1710,7,1.63,0.0656,,
1711,5,1.67,0.0588,,
1712,5,1.63,0.0751,,
1713,5,1.76,0.0769,,
1714,8,1.93,0.0851,,
1715,9,2.21,0.088,,
1716,9,2.21,0.0753,,
1717,9,1.23,0.0651,,
1718,8,0.74,0.0878,,
1719,7,0.35,0.0869,,
1720,11,0.0,0.1027,,
1721,11,0.0,0.1007,,
1722,10,0.0,0.0777,,
1723,9,0.03,0.0718,,
1724,8,0.1,0.0875,,
1725,7,0.17,0.0802,,
1726,9,0.25,0.0748,,
1727,11,0.32,0.05,,
1728,11,0.44,0.0287,,
1729,8,0.24,0.0634,,
1730,8,0.29,0.0783,,
1731,7,0.36,0.0771,,
1732,7,0.48,0.0689,,
1733,7,0.48,0.054,,
1734,6,0.62,0.0558,,
1735,5,0.24,0.0549,,
1736,5,0.16,0.0569,,
1737,3,0.21,0.0625,,
1738,7,0.38,0.0668,,
1739,7,0.58,0.0532,,
1740,7,0.87,0.0477,,
1741,6,0.69,0.0478,,
1742,6,0.63,0.0615,,
1743,6,0.5,0.0678,,
1744,6,0.66,0.0652,,
1745,5,0.79,0.0584,,
1746,5,0.59,0.0764,,
1747,2,0.54,0.0819,,
1748,2,0.25,0.084,,
1749,1,0.3,0.0883,,
1750,5,0.35,0.0854,,
1751,7,0.38,0.0692,,
1752,8,0.42,0.0761,,
1753,9,0.45,0.0695,,
1754,9,0.52,0.0785,,
1755,9,0.48,0.0527,,
1756,9,0.03,0.062,,
1757,9,0.0,0.0678,,
1758,9,0.0,0.0812,,
1759,8,0.03,0.0747,,
1760,7,0.1,0.0911,,
1761,4,0.2,0.0875,,
1762,7,0.23,0.0981,,
1763,8,0.25,0.1171,,
1764,7,0.33,0.0951,,
1765,11,0.13,0.1077,,
1766,11,0.16,0.0901,,
1767,10,0.19,0.0917,,
1768,10,0.26,0.0611,,
1769,10,0.33,0.0669,,
1770,10,0.43,0.0994,,
1771,9,0.55,0.0762,,
1772,7,0.66,0.0689,,
1773,8,0.76,0.0938,,
1774,10,0.86,0.083,,
1775,9,0.88,0.0654,,
1776,9,1.0,0.0741,,
1777,9,0.97,0.0605,,
1778,8,1.1,0.0722,,
1779,8,1.24,0.0667,,
1780,8,1.0,0.0574,,
1781,8,0.92,0.0509,,
1782,6,0.23,0.0597,,
1783,6,0.12,0.0597,,
1784,6,0.16,0.0733,,
1785,5,0.0,0.0735,,
1786,7,0.0,0.0748,,
1787,7,0.09,0.0687,,
1788,7,0.17,0.047,,
1789,7,0.12,0.0503,,
1790,7,0.19,0.0734,,
1791,6,0.2,0.0673,,
1792,6,0.26,0.0506,,
1793,5,0.3,0.0642,,
1794,4,0.0,0.0531,,
