step,total_queue,avg_wait_time,co2_kg,amb_time,fire_time
1795,3,0.0,0.0344,,
1796,2,0.0,0.0464,,
1797,2,0.0,0.0611,,
1798,4,0.05,0.0423,,
1799,5,0.11,0.0401,,
1800,5,0.18,0.0423,,
1801,5,0.0,0.0363,,
1802,5,0.0,0.0591,,
1803,4,0.0,0.0613,,
1804,4,0.0,0.0588,,
1805,4,0.0,0.0648,,
1806,4,0.0,0.0855,,
1807,3,0.0,0.0853,,
1808,3,0.0,0.0959,,
1809,3,0.0,0.0943,,
1810,6,0.03,0.1009,,
1811,7,0.07,0.0885,,
1812,7,0.11,0.0858,,
1813,8,0.17,0.092,,
1814,12,0.28,0.0964,,
1815,13,0.38,0.0789,,
1816,13,0.24,0.0737,,
1817,12,0.32,0.0671,,
1818,11,0.19,0.062,,
1819,11,0.23,0.0699,,
1820,10,0.0,0.0686,,
1821,10,0.0,0.0774,,
1822,11,0.08,0.0828,,
1823,12,0.17,0.08,,
1824,9,0.26,0.0593,,
1825,9,0.3,0.0556,,
1826,9,0.41,0.0719,,
1827,9,0.58,0.052,,
1828,9,0.73,0.062,,
1829,9,0.88,0.0499,,
1830,9,1.04,0.0531,,
1831,7,1.19,0.0703,,
1832,7,0.92,0.0781,,
1833,7,0.73,0.1218,,
1834,9,0.85,0.1047,,
1835,9,1.0,0.0685,,
1836,8,1.17,0.0574,,
1837,8,1.11,0.065,,
1838,7,1.21,0.0884,,
1839,7,1.32,0.0474,,
1840,7,1.46,0.061,,
1841,7,0.96,0.0412,,
1842,7,0.5,0.0544,,
1843,5,0.25,0.054,,
1844,4,0.38,0.0634,,
1845,4,0.59,0.0507,,
1846,8,0.68,0.053,,
1847,8,0.62,0.0425,,
1848,7,0.61,0.0582,,
1849,7,0.48,0.0432,,
1850,7,0.35,0.0508,,
1851,6,0.46,0.0601,,
1852,6,0.58,0.0816,,
1853,6,0.42,0.0813,,
1854,7,0.31,0.0844,,
1855,9,0.42,0.076,,
1856,8,0.52,0.0888,,
1857,8,0.68,0.0856,,
1858,9,0.36,0.0782,,
1859,11,0.4,0.075,,
1860,11,0.36,0.0694,,
1861,11,0.38,0.054,,
1862,9,0.45,0.0684,,
1863,8,0.58,0.0766,,
1864,7,0.72,0.054,,
1865,7,0.56,0.0808,,
1866,6,0.56,0.0837,,
1867,5,0.72,0.0857,,
1868,4,0.59,0.0791,,
1869,5,0.71,0.079,,
1870,6,0.81,0.085,,
1871,10,0.48,0.0835,,
1872,9,0.67,0.0692,,
1873,11,0.79,0.0713,,
1874,11,0.36,0.071,,
1875,10,0.25,0.0699,,
1876,9,0.34,0.0635,,
1877,9,0.39,0.0525,,
1878,8,0.23,0.0586,,
1879,8,0.26,0.0739,,
1880,7,0.29,0.0849,,
1881,6,0.38,0.0673,,
1882,7,0.45,0.0829,,
1883,8,0.55,0.0788,,
1884,7,0.68,0.0543,,
1885,7,0.69,0.0646,,
1886,7,0.81,0.0734,,
1887,7,0.39,0.0691,,
1888,6,0.26,0.0705,,
1889,6,0.0,0.0614,,
1890,6,0.0,0.0709,,
1891,5,0.0,0.0887,,
1892,3,0.03,0.1106,,
1893,2,0.1,0.0838,,
1894,4,0.17,0.0882,,
1895,6,0.25,0.0768,,
1896,6,0.32,0.0795,,
1897,6,0.34,0.0839,,
1898,6,0.22,0.0767,,
1899,6,0.3,0.0879,,
1900,7,0.37,0.0655,,
1901,9,0.47,0.0792,,
1902,8,0.59,0.0551,,
1903,8,0.71,0.0529,,
1904,7,0.88,0.0651,,
1905,7,1.04,0.0744,,
1906,10,1.25,0.053,,
1907,11,1.57,0.0343,,
1908,11,1.09,0.0304,,
1909,10,0.59,0.0469,,
1910,7,0.77,0.0472,,
1911,6,0.5,0.0559,,
1912,6,0.46,0.0581,,
1913,6,0.36,0.0622,,
1914,6,0.12,0.0563,,
1915,6,0.21,0.0475,,
1916,4,0.25,0.0563,,
1917,4,0.08,0.0736,,
1918,6,0.12,0.0874,,
1919,6,0.17,0.0648,,
1920,6,0.22,0.0512,,
1921,5,0.22,0.0767,,
1922,5,0.23,0.0716,,
1923,5,0.27,0.0796,,
1924,5,0.3,0.0591,,
1925,5,0.33,0.0695,,
1926,5,0.39,0.0632,,
1927,3,0.46,0.0809,,
1928,3,0.56,0.0861,,
1929,3,0.67,0.0813,,
1930,6,0.81,0.0756,,
1931,9,1.12,0.0775,,
1932,9,0.96,0.0702,,
1933,10,0.25,0.0703,,
1934,10,0.14,0.0745,,
1935,9,0.19,0.0876,,
1936,9,0.2,0.0765,,
1937,9,0.03,0.097,,
1938,9,0.0,0.1028,,
1939,8,0.0,0.1145,,
1940,6,0.03,0.0807,,
1941,5,0.1,0.1073,,
1942,9,0.18,0.0888,,
1943,9,0.25,0.0875,,
1944,8,0.32,0.0776,,
1945,10,0.38,0.0639,,
1946,11,0.41,0.0779,,
1947,11,0.26,0.0592,,
1948,9,0.0,0.0623,,
1949,8,0.03,0.0894,,
1950,8,0.07,0.0576,,
1951,7,0.11,0.0777,,
1952,7,0.14,0.0742,,
1953,7,0.3,0.0674,,
1954,7,0.52,0.0869,,
1955,9,0.63,0.0775,,
1956,9,0.52,0.0514,,
1957,8,0.13,0.0441,,
1958,8,0.17,0.05,,
1959,6,0.23,0.0692,,
1960,5,0.32,0.0799,,
1961,4,0.14,0.0869,,
1962,4,0.0,0.0789,,
1963,4,0.0,0.1015,,
1964,4,0.04,0.1122,,
1965,4,0.12,0.0944,,
1966,5,0.12,0.1157,,
1967,7,0.25,0.0973,,
1968,6,0.38,0.0747,,
1969,6,0.43,0.06,,
1970,6,0.54,0.0775,,
1971,6,0.18,0.0621,,
1972,5,0.26,0.048,,
1973,4,0.33,0.0496,,
1974,3,0.44,0.0714,,
1975,3,0.54,0.0591,,
1976,2,0.22,0.0673,,
1977,1,0.05,0.0723,,
1978,5,0.05,0.0643,,
1979,5,0.0,0.0432,,
1980,5,0.0,0.0418,,
1981,4,0.0,0.051,,
1982,4,0.0,0.0746,,
1983,4,0.0,0.0737,,
1984,4,0.0,0.0664,,
1985,4,0.03,0.0604,,
1986,3,0.07,0.0763,,
1987,2,0.03,0.0738,,
1988,1,0.11,0.0871,,
1989,1,0.07,0.1021,,
1990,4,0.11,0.091,,
1991,7,0.0,0.0901,,
1992,7,0.0,0.0814,,
1993,8,0.0,0.0861,,
1994,11,0.0,0.0819,,
1995,12,0.0,0.0842,,
1996,12,0.0,0.0677,,
1997,12,0.0,0.0634,,
1998,12,0.0,0.0501,,
1999,9,0.0,0.0542,,
2000,9,0.0,0.0558,,
2001,9,0.0,0.0721,,
2002,10,0.04,0.0617,,
2003,9,0.08,0.0438,,
2004,8,0.0,0.0427,,
2005,7,0.04,0.0581,,
2006,6,0.08,0.059,,
2007,6,0.12,0.0526,,
2008,6,0.17,0.043,,
2009,6,0.0,0.0564,,
2010,6,0.09,0.0464,,
2011,5,0.22,0.0485,,
2012,3,0.23,0.0713,,
2013,3,0.33,0.0831,,
2014,6,0.43,0.0667,,
2015,7,0.52,0.0496,,
2016,7,0.67,0.0416,,
2017,7,0.68,0.0654,,
2018,7,0.5,0.0471,,
2019,7,0.58,0.0524,,
2020,6,0.67,0.0517,,
2021,6,0.78,0.0543,,
2022,6,0.91,0.0576,,
2023,5,1.0,0.0542,,
2024,4,1.09,0.0653,,
2025,5,1.35,0.0567,,
2026,7,1.29,0.0659,,
2027,8,1.57,0.0538,,
2028,8,0.96,0.05,,
2029,7,0.44,0.0469,,
2030,7,0.42,0.0623,,
2031,7,0.32,0.057,,
2032,6,0.5,0.0616,,
2033,5,0.67,0.0482,,
2034,4,0.46,0.056,,
2035,7,0.22,0.0575,,
2036,6,0.3,0.0598,,
2037,5,0.5,0.0644,,
2038,8,0.55,0.0459,,
2039,8,0.14,0.0588,,
2040,8,0.0,0.0408,,
2041,8,0.0,0.0523,,
2042,8,0.0,0.0484,,
2043,8,0.0,0.0512,,
2044,6,0.03,0.0647,,
2045,6,0.07,0.0651,,
2046,6,0.1,0.087,,
2047,4,0.17,0.0952,,
2048,4,0.23,0.0748,,
2049,5,0.33,0.0928,,
2050,7,0.41,0.1017,,
2051,10,0.59,0.083,,
2052,10,0.82,0.0723,,
2053,10,0.94,0.0787,,
2054,10,0.84,0.0711,,
2055,10,0.7,0.0772,,
2056,10,0.53,0.0758,,
2057,10,0.6,0.0865,,
2058,11,0.69,0.0904,,
2059,8,0.76,0.0855,,
2060,8,0.89,0.1004,,
2061,6,0.5,0.0951,,
2062,9,0.15,0.0911,,
2063,9,0.15,0.0804,,
2064,9,0.19,0.0672,,
2065,8,0.19,0.0844,,
2066,8,0.26,0.077,,
2067,8,0.37,0.0681,,
2068,7,0.47,0.0648,,
2069,6,0.57,0.0808,,
2070,6,0.69,0.0896,,
2071,6,0.77,0.0937,,
2072,4,0.94,0.0631,,
2073,5,1.2,0.104,,
2074,7,0.86,0.0778,,
2075,8,0.39,0.0695,,
2076,7,0.33,0.0589,,
2077,6,0.4,0.0691,,
2078,6,0.31,0.065,,
2079,5,0.43,0.0648,,
2080,8,0.57,0.072,,
2081,8,0.71,0.0746,,
2082,8,0.89,0.0729,,
2083,6,1.04,0.0646,,
2084,6,1.3,0.0755,,
2085,6,1.48,0.0757,,
2086,10,1.7,0.0661,,
2087,9,1.93,0.0423,,
2088,9,2.15,0.0475,,
2089,7,2.06,0.0568,,
2090,6,2.26,0.0557,,
2091,6,2.53,0.052,,
2092,6,2.83,0.0595,,
2093,6,3.1,0.0579,,
2094,6,2.92,0.0529,,
2095,4,2.54,0.045,,
2096,3,2.15,0.0703,,
2097,3,2.58,0.0717,,
2098,7,2.83,0.0729,,
2099,7,3.12,0.0663,,
2100,7,2.38,0.0596,,
2101,7,1.37,0.0646,,
2102,7,0.9,0.083,,
2103,7,0.74,0.0805,,
2104,7,0.81,0.078,,
2105,7,0.9,0.0715,,
2106,7,1.0,0.0865,,
2107,6,1.13,0.104,,
2108,3,1.0,0.1016,,
2109,3,1.0,0.1046,,
2110,7,1.07,0.1016,,
2111,9,1.19,0.0805,,
2112,8,1.31,0.0768,,
2113,9,1.24,0.0866,,
2114,10,1.34,0.0677,,
2115,10,1.41,0.074,,
2116,10,1.33,0.0773,,
2117,10,0.39,0.0887,,
2118,9,0.0,0.0739,,
2119,8,0.03,0.0615,,
2120,8,0.1,0.07,,
2121,7,0.16,0.0952,,
2122,10,0.1,0.1044,,
2123,10,0.13,0.0911,,
2124,11,0.17,0.0759,,
2125,13,0.25,0.0772,,
2126,13,0.39,0.0812,,
2127,13,0.45,0.0594,,
2128,13,0.62,0.0575,,
2129,12,0.76,0.0594,,
2130,12,0.93,0.0493,,
2131,10,1.1,0.0477,,
2132,9,1.28,0.0603,,
2133,8,1.5,0.0764,,
2134,10,1.68,0.0834,,
2135,10,1.81,0.0597,,
2136,10,1.27,0.0631,,
2137,10,0.38,0.0506,,
2138,9,0.03,0.0416,,
2139,7,0.03,0.0516,,
2140,7,0.03,0.0725,,
2141,6,0.07,0.0616,,
2142,6,0.15,0.0549,,
2143,5,0.15,0.0672,,
2144,4,0.27,0.0676,,
2145,3,0.2,0.0866,,
2146,7,0.32,0.0851,,
2147,7,0.44,0.0616,,
2148,7,0.58,0.0334,,
2149,6,0.61,0.0597,,
2150,6,0.71,0.064,,
2151,6,0.57,0.0538,,
2152,5,0.7,0.0477,,
2153,5,0.44,0.0487,,
2154,4,0.15,0.0509,,
2155,3,0.25,0.0449,,
2156,2,0.38,0.0666,,
2157,2,0.08,0.0627,,
2158,6,0.13,0.0658,,
2159,5,0.17,0.0702,,
2160,5,0.22,0.0505,,
2161,5,0.24,0.0593,,
2162,5,0.0,0.0776,,
2163,5,0.0,0.0735,,
2164,4,0.03,0.0551,,
2165,4,0.0,0.0743,,
2166,3,0.0,0.0896,,
2167,2,0.06,0.102,,
2168,1,0.06,0.1111,,
2169,1,0.09,0.1184,,
2170,4,0.03,0.1092,,
2171,7,0.06,0.1238,,
2172,7,0.0,0.1105,,
2173,8,0.0,0.1119,,
2174,11,0.0,0.1334,,
2175,13,0.0,0.1387,,
2176,13,0.0,0.097,,
2177,13,0.0,0.1004,,
2178,14,0.0,0.1104,,
2179,11,0.0,0.0858,,
2180,9,0.0,0.0898,,
2181,10,0.03,0.1034,,
2182,12,0.07,0.0895,,
2183,12,0.11,0.0897,,
2184,10,0.04,0.0605,,
2185,10,0.1,0.0596,,
2186,8,0.17,0.0609,,
2187,8,0.29,0.0537,,
2188,8,0.39,0.0562,,
2189,8,0.44,0.042,,
2190,8,0.6,0.0477,,
2191,8,0.56,0.0478,,
2192,6,0.68,0.0668,,
2193,6,0.76,0.066,,
2194,8,0.71,0.0607,,
2195,9,0.71,0.0494,,
2196,9,0.88,0.0522,,
2197,7,0.82,0.0657,,
2198,7,0.93,0.0783,,
2199,7,0.46,0.0731,,
2200,7,0.0,0.0931,,
2201,6,0.04,0.0789,,
2202,6,0.07,0.0921,,
2203,6,0.11,0.0853,,
2204,5,0.19,0.0911,,
2205,3,0.27,0.0763,,
2206,7,0.33,0.0823,,
2207,7,0.47,0.094,,
2208,7,0.64,0.0912,,
2209,7,0.69,0.085,,
2210,7,0.9,0.107,,44
2211,7,0.45,0.0905,,
2212,7,0.22,0.0689,,
2213,5,0.27,0.0805,,
2214,5,0.0,0.0575,,
2215,8,0.0,0.1003,,
2216,7,0.0,0.0795,,
2217,7,0.08,0.0808,48,
2218,10,0.17,0.0794,,
2219,10,0.12,0.0728,,
2220,10,0.17,0.0904,,
2221,9,0.19,0.0575,,
2222,9,0.2,0.0856,,
2223,7,0.24,0.0888,,
2224,5,0.28,0.0812,,
2225,5,0.31,0.0993,,
2226,5,0.34,0.1017,,
2227,3,0.39,0.0799,,
2228,3,0.48,0.0902,,
2229,3,0.56,0.0936,,
2230,7,0.76,0.0986,,
2231,9,0.92,0.0718,,
2232,10,0.44,0.077,,
2233,10,0.0,0.0658,,
2234,10,0.0,0.0648,,
2235,9,0.0,0.064,,
2236,9,0.04,0.0452,,
2237,8,0.0,0.0665,,
2238,8,0.0,0.0674,,
2239,7,0.0,0.0747,,
2240,4,0.04,0.0644,,
2241,4,0.08,0.0843,,
2242,8,0.17,0.0874,,
2243,6,0.26,0.0647,,
2244,6,0.35,0.0559,,
2245,6,0.0,0.0526,,
2246,5,0.0,0.0419,,
2247,5,0.0,0.0537,,
2248,4,0.0,0.0549,,
2249,4,0.0,0.0529,,
2250,4,0.0,0.0675,,
2251,2,0.0,0.0671,,
2252,2,0.0,0.0734,,
2253,2,0.04,0.0926,,
2254,6,0.13,0.0836,,
2255,6,0.22,0.0524,,
2256,6,0.17,0.0706,,
2257,6,0.19,0.0498,,
2258,5,0.22,0.0781,,
2259,6,0.0,0.0706,,
2260,9,0.0,0.0674,,
2261,8,0.04,0.0482,,
2262,7,0.0,0.0701,,
2263,6,0.0,0.0636,,
2264,6,0.08,0.073,,
2265,6,0.17,0.0673,,
2266,9,0.26,0.0563,,
2267,10,0.0,0.0562,,
2268,10,0.0,0.0453,,
2269,7,0.0,0.0438,,
2270,5,0.0,0.0499,,
2271,5,0.0,0.0563,,
2272,5,0.04,0.0591,,
2273,5,0.14,0.0496,,
2274,5,0.09,0.0455,,
2275,5,0.14,0.0648,,
2276,2,0.2,0.0688,,
2277,2,0.25,0.0701,,
2278,6,0.37,0.0645,,
2279,6,0.5,0.0607,,
2280,6,0.61,0.047,,
2281,6,0.41,0.0598,,
2282,5,0.0,0.0586,,
2283,5,0.0,0.0573,,
2284,4,0.0,0.0569,,
2285,4,0.0,0.0657,,
2286,3,0.0,0.0637,,
2287,2,0.0,0.0663,,
2288,2,0.09,0.0735,,
2289,2,0.13,0.0905,,
2290,5,0.22,0.0893,,
2291,8,0.32,0.0675,,
2292,8,0.41,0.0792,,
2293,9,0.24,0.0637,,
2294,10,0.29,0.0661,,
2295,9,0.35,0.0614,,
2296,9,0.33,0.063,,
2297,9,0.38,0.0737,,
2298,8,0.42,0.0789,,
2299,9,0.46,0.0778,,
2300,9,0.52,0.098,,
2301,6,0.58,0.0865,,
2302,7,0.71,0.0889,,
2303,9,0.83,0.0987,,
2304,8,0.96,0.0853,,
2305,11,0.93,0.0579,,
2306,12,0.93,0.0588,,
2307,11,0.96,0.0539,,
2308,11,1.07,0.0595,,
2309,11,1.19,0.047,,
2310,10,0.48,0.0542,,
2311,8,0.16,0.0823,,
2312,7,0.25,0.0761,,
2313,7,0.08,0.0544,,
2314,8,0.0,0.0534,,
2315,6,0.04,0.0362,,
2316,6,0.04,0.0483,,
2317,6,0.15,0.0497,,
2318,6,0.0,0.0667,,
2319,5,0.0,0.0674,,
2320,4,0.0,0.0696,,
2321,4,0.0,0.0561,,
2322,4,0.0,0.0552,,
2323,3,0.04,0.0617,,
2324,3,0.04,0.063,,
2325,1,0.08,0.0625,,
2326,4,0.12,0.0668,,
2327,5,0.2,0.0456,,
2328,5,0.32,0.0609,,
2329,5,0.45,0.0747,,
2330,5,0.59,0.0895,,
2331,5,0.74,0.08,,
2332,5,0.58,0.0711,,
2333,5,0.5,0.0557,,
2334,5,0.08,0.0705,,
2335,4,0.0,0.0789,,
2336,1,0.0,0.0842,,
2337,1,0.0,0.0954,,
2338,3,0.0,0.0893,,
2339,5,0.0,0.0695,,
2340,5,0.05,0.0706,,
2341,5,0.08,0.0628,,
2342,5,0.1,0.082,,
2343,5,0.0,0.0873,,
2344,5,0.0,0.091,,
2345,4,0.0,0.0703,,
2346,4,0.0,0.076,,
2347,3,0.0,0.0907,,
2348,1,0.0,0.0876,,
2349,1,0.0,0.1207,,
2350,3,0.0,0.1003,,
2351,6,0.0,0.0752,,
2352,6,0.0,0.0953,,
2353,7,0.0,0.0897,,
2354,11,0.0,0.0713,,
2355,12,0.0,0.0834,,
2356,12,0.0,0.0479,,
2357,12,0.0,0.0532,,
2358,12,0.0,0.0417,,
2359,10,0.0,0.0587,,
2360,9,0.0,0.0517,,
2361,7,0.08,0.0609,,
2362,8,0.18,0.0589,,
2363,9,0.27,0.0487,,
2364,7,0.43,0.0552,,
2365,7,0.48,0.0523,,
2366,7,0.4,0.0487,,
2367,7,0.52,0.0457,,
2368,7,0.64,0.0433,,
2369,7,0.8,0.0459,,
2370,7,0.96,0.0566,,
2371,5,0.58,0.0558,,
2372,5,0.39,0.0612,,
2373,4,0.43,0.066,,
2374,8,0.55,0.0808,,
2375,8,0.64,0.0568,,
2376,7,0.73,0.0522,,
2377,7,0.0,0.065,,
2378,7,0.0,0.0613,,
2379,5,0.04,0.0564,,
2380,5,0.08,0.0675,,
2381,4,0.12,0.0553,,
2382,4,0.17,0.065,,
2383,4,0.05,0.0548,,
2384,3,0.14,0.0565,,
2385,3,0.15,0.0612,,
2386,4,0.17,0.049,,
2387,5,0.23,0.0566,,
2388,5,0.27,0.0568,,
2389,5,0.27,0.0535,,
2390,5,0.31,0.0748,,
2391,5,0.0,0.0821,,
2392,5,0.0,0.0644,,
2393,4,0.0,0.0836,,
2394,4,0.0,0.0806,,
2395,7,0.04,0.0645,,
2396,7,0.13,0.0659,,
2397,6,0.22,0.0585,,
2398,7,0.3,0.0627,,
2399,9,0.41,0.0727,,
2400,9,0.57,0.0514,,
2401,9,0.6,0.04,,
2402,9,0.41,0.0419,,
2403,9,0.5,0.0462,,
2404,6,0.19,0.0411,,
2405,4,0.0,0.0511,,
2406,4,0.0,0.0713,,
2407,4,0.04,0.0749,,
2408,2,0.08,0.0731,,
2409,2,0.15,0.0792,,
2410,3,0.24,0.0931,,
2411,6,0.32,0.0909,,
2412,7,0.4,0.0763,,
2413,8,0.41,0.0913,,
2414,9,0.25,0.0871,,
2415,9,0.32,0.0745,,
2416,8,0.39,0.0601,,
2417,8,0.15,0.0759,,
2418,8,0.0,0.0767,,
2419,7,0.0,0.0875,,
2420,7,0.0,0.0917,,
2421,6,0.0,0.0925,,
2422,7,0.04,0.1106,,
2423,8,0.08,0.0711,,
2424,8,0.12,0.0807,,
2425,8,0.0,0.0579,,
2426,8,0.0,0.0637,,
2427,6,0.0,0.0518,,
2428,6,0.0,0.0499,,
2429,6,0.0,0.0479,,
2430,5,0.04,0.0553,,
2431,4,0.14,0.0848,,
2432,3,0.19,0.0961,,
2433,3,0.26,0.1061,,
2434,2,0.38,0.0692,,
2435,4,0.21,0.0641,,
2436,4,0.26,0.0864,,
2437,4,0.27,0.0725,,
2438,4,0.31,0.0724,,
2439,5,0.0,0.0746,,
2440,8,0.0,0.0629,,
2441,8,0.0,0.052,,
2442,8,0.0,0.054,,
2443,6,0.04,0.055,,
2444,6,0.13,0.0504,,
2445,5,0.26,0.0573,,
2446,7,0.39,0.057,,
2447,9,0.55,0.0446,,
2448,9,0.68,0.0318,,
2449,8,0.31,0.0435,,
2450,6,0.38,0.0475,,
2451,4,0.48,0.0626,,
2452,4,0.56,0.0585,,
2453,4,0.64,0.0634,,
2454,3,0.75,0.0724,,
2455,3,0.83,0.0699,,
2456,3,1.0,0.0725,,
2457,3,1.04,0.0835,,
2458,4,1.22,0.0882,,
2459,5,1.45,0.0788,,
2460,5,1.68,0.0897,,
2461,5,0.88,0.0729,,
2462,5,0.45,0.0863,,
2463,5,0.36,0.0672,,
2464,5,0.25,0.0598,,
2465,5,0.0,0.0807,,
2466,5,0.0,0.0761,,
2467,3,0.0,0.0718,,
2468,1,0.04,0.08,,
2469,1,0.08,0.0927,,
2470,5,0.0,0.0957,,
2471,7,0.0,0.0783,,
2472,7,0.0,0.062,,
2473,8,0.0,0.062,,
2474,8,0.0,0.0674,,
2475,8,0.0,0.0674,,
2476,8,0.0,0.0548,,
2477,8,0.0,0.065,,
2478,8,0.0,0.0573,,
2479,6,0.0,0.0662,,
2480,4,0.0,0.0725,,
2481,2,0.0,0.0892,,
2482,6,0.0,0.1034,,
2483,6,0.0,0.0896,,
2484,6,0.04,0.0749,,
2485,9,0.07,0.0614,,
2486,10,0.0,0.0618,,
2487,9,0.04,0.0467,,
2488,8,0.08,0.0486,,
2489,8,0.12,0.0441,,
2490,8,0.17,0.0523,,
2491,7,0.22,0.0542,,
2492,6,0.09,0.06,,
2493,6,0.18,0.0663,,
2494,8,0.29,0.0772,,
2495,9,0.19,0.062,,
2496,8,0.24,0.059,,
2497,6,0.29,0.0549,,
2498,6,0.38,0.0515,,
2499,6,0.46,0.0595,,
2500,6,0.54,0.0518,,
2501,6,0.62,0.0418,,
2502,5,0.74,0.0471,,
2503,5,0.87,0.0482,,
2504,3,1.14,0.0503,,
2505,3,1.4,0.0653,,
2506,6,1.45,0.0601,,
2507,7,1.55,0.0567,,
2508,7,0.85,0.0358,,
2509,7,0.0,0.0593,,
2510,6,0.0,0.0461,,
2511,5,0.0,0.0506,,
2512,5,0.05,0.0487,,
2513,4,0.0,0.0504,,
2514,4,0.0,0.0558,,
2515,2,0.0,0.052,,
2516,1,0.05,0.0668,,
2517,2,0.0,0.0644,,
2518,5,0.0,0.0651,,
2519,5,0.05,0.0506,,
2520,5,0.0,0.043,,
2521,5,0.0,0.0336,,
2522,4,0.0,0.0543,,
2523,4,0.0,0.068,,
2524,4,0.0,0.053,,
2525,4,0.0,0.0701,,
2526,4,0.0,0.0725,,
2527,4,0.04,0.0863,,
2528,1,0.08,0.0923,,
2529,2,0.12,0.0961,,
2530,4,0.16,0.1116,,
2531,7,0.2,0.0982,,
2532,7,0.25,0.0918,,
2533,8,0.25,0.095,,
2534,12,0.29,0.0892,,
2535,13,0.0,0.0895,,
2536,13,0.0,0.057,,
2537,12,0.0,0.0721,,
2538,12,0.0,0.0674,,
2539,11,0.0,0.0913,,
2540,10,0.0,0.0735,,
2541,9,0.04,0.0795,,
2542,11,0.14,0.0628,,
2543,10,0.23,0.0746,,
2544,9,0.23,0.0309,,
2545,9,0.27,0.0504,,
2546,7,0.35,0.0384,,
2547,7,0.15,0.0388,,
2548,7,0.19,0.078,,
2549,7,0.32,0.0497,,
2550,6,0.08,0.0665,,
2551,6,0.12,0.0569,,
2552,5,0.0,0.0709,,
2553,5,0.04,0.0855,,
2554,8,0.09,0.0954,,
2555,7,0.13,0.0605,,
2556,7,0.22,0.0518,,
2557,7,0.26,0.0837,,
2558,7,0.37,0.0964,,
2559,7,0.48,0.063,,
2560,7,0.59,0.0561,,
2561,7,0.5,0.0525,,
2562,7,0.2,0.075,,
2563,4,0.24,0.0731,,
2564,4,0.3,0.0865,,
2565,4,0.35,0.0763,,
2566,6,0.38,0.0885,,
2567,7,0.46,0.0911,,
2568,7,0.54,0.0787,,
2569,7,0.46,0.0779,,
2570,7,0.5,0.0891,,
2571,6,0.54,0.0619,,
2572,5,0.58,0.0666,,
2573,5,0.64,0.075,,
2574,5,0.75,0.0642,,
2575,6,0.83,0.0823,,
2576,7,1.0,0.0583,,
2577,7,1.17,0.0638,,
2578,9,1.39,0.06,,
2579,11,1.45,0.0605,,
2580,11,1.71,0.0378,,
2581,10,0.71,0.0211,,
2582,10,0.64,0.0455,,
2583,9,0.75,0.0443,,
2584,8,0.5,0.0432,,
2585,6,0.25,0.0592,,
2586,5,0.11,0.0749,,
2587,5,0.19,0.0864,,
2588,4,0.26,0.0728,,
2589,6,0.33,0.084,,
2590,7,0.41,0.0831,,
2591,9,0.58,0.0642,,
2592,9,0.69,0.0645,,
2593,11,0.5,0.0707,,
2594,10,0.5,0.0751,,
2595,10,0.59,0.0512,,
2596,10,0.66,0.0695,,
2597,9,0.24,0.0665,,
2598,8,0.28,0.0817,,
2599,8,0.32,0.064,,
2600,7,0.39,0.0736,,
2601,7,0.5,0.0577,,
2602,8,0.62,0.0595,,
2603,7,0.76,0.0421,,
2604,7,0.92,0.0531,,
2605,7,0.89,0.0558,,
2606,7,0.75,0.0701,,
2607,7,0.85,0.0695,,
2608,6,0.96,0.0526,,
2609,6,0.31,0.0701,,
2610,6,0.0,0.0482,,
2611,5,0.0,0.0652,,
2612,4,0.0,0.0703,,
2613,5,0.0,0.0773,,
2614,8,0.07,0.0948,,
2615,8,0.08,0.0582,,
2616,8,0.12,0.0625,,
2617,8,0.0,0.0645,,
2618,7,0.0,0.0783,,
2619,6,0.0,0.0766,,
2620,10,0.0,0.0801,,
2621,10,0.0,0.0708,,
2622,10,0.08,0.0614,,
2623,8,0.16,0.0613,,
2624,7,0.24,0.0789,,
2625,7,0.4,0.0548,,
2626,11,0.56,0.063,,
2627,11,0.82,0.0503,,
2628,11,1.0,0.0367,,
2629,9,1.0,0.0441,,
2630,8,0.23,0.0425,,
2631,8,0.0,0.0475,,
2632,6,0.0,0.0346,,
2633,6,0.0,0.0385,,
2634,6,0.04,0.06,,
2635,5,0.08,0.058,,
2636,5,0.09,0.0652,,
2637,6,0.23,0.0671,,
2638,8,0.36,0.0581,,
2639,9,0.32,0.0468,,
2640,9,0.23,0.053,,
2641,8,0.08,0.0419,,
2642,7,0.0,0.0559,,
2643,6,0.0,0.077,,
2644,6,0.0,0.0851,,
2645,6,0.0,0.0926,,
2646,5,0.0,0.084,,
2647,4,0.0,0.0876,,
2648,3,0.0,0.1213,,
2649,3,0.0,0.1177,,
2650,6,0.04,0.0865,,
2651,7,0.08,0.0548,,
2652,7,0.12,0.0692,,
2653,9,0.15,0.0773,,
2654,9,0.22,0.0688,,
2655,9,0.31,0.0815,,
2656,10,0.13,0.0696,,
2657,9,0.07,0.086,,
2658,9,0.07,0.0901,,
2659,7,0.07,0.102,,
2660,6,0.0,0.0654,,
2661,3,0.0,0.1087,,
2662,6,0.04,0.0888,,
2663,7,0.08,0.0996,,
2664,7,0.15,0.076,,
2665,11,0.2,0.0811,,
2666,11,0.0,0.0787,,
2667,11,0.0,0.0555,,
2668,9,0.0,0.0648,,
2669,9,0.0,0.0784,,
2670,8,0.0,0.0859,,
2671,8,0.0,0.0886,,
2672,7,0.07,0.1133,,
2673,6,0.15,0.0627,,
