step,total_queue,avg_wait_time,co2_kg,amb_time,fire_time,reward,epsilon
1334,42.0,11.84,0.125,,,0,0.655009339111409
1335,42.0,12.32,0.139,,,0,0.6546818344418533
1336,46.0,12.82,0.144,,,0,0.6543544935246325
1337,48.0,12.05,0.163,,,0,0.6540273162778703
1338,48.0,12.95,0.154,,,0,0.6537003026197313
1339,48.0,12.65,0.152,,,0,0.6537003026197313
1340,50.0,12.64,0.148,,,0,0.6537003026197313
1341,50.0,12.66,0.148,,,0,0.6537003026197313
1342,50.0,13.1,0.117,,,0,0.6537003026197313
1343,49.0,7.86,0.117,,,0,0.6533734524684215
1344,51.0,4.59,0.102,,,0,0.6530467657421873
1345,51.0,1.95,0.118,,,0,0.6527202423593162
1346,51.0,1.27,0.1,,,0,0.6523938822381367
1347,50.0,0.6,0.098,,,0,0.6520676852970176
1348,51.0,0.82,0.098,,,0,0.6517416514543691
1349,50.0,1.1,0.1,,,0,0.651415780628642
1350,50.0,1.4,0.103,,,0,0.6510900727383278
1351,50.0,1.76,0.132,,,0,0.6507645277019586
1352,50.0,2.15,0.14,,,0,0.6504391454381077
1353,51.0,2.32,0.176,,,0,0.6501139258653886
1354,50.0,2.72,0.147,,,0,0.649788868902456
1355,50.0,3.15,0.148,,,0,0.6494639744680049
1356,50.0,2.72,0.153,,,0,0.6491392424807709
1357,49.0,3.18,0.138,,,0,0.6488146728595305
1358,43.0,3.65,0.121,,,0,0.6484902655231009
1359,42.0,4.21,0.132,,,0,0.6484902655231009
1360,45.0,4.52,0.105,,,0,0.6484902655231009
1361,43.0,4.31,0.134,,,0,0.6484902655231009
1362,43.0,3.94,0.138,,,0,0.6484902655231009
1363,42.0,3.29,0.143,,,0,0.6481660203903393
1364,44.0,2.92,0.133,,,0,0.6478419373801442
1365,42.0,3.05,0.141,,,0,0.6475180164114541
1366,41.0,3.4,0.113,,,0,0.6471942574032484
1367,41.0,3.59,0.129,,,0,0.6468706602745469
1368,41.0,3.85,0.138,,,0,0.6465472249444096
1369,46.0,3.33,0.155,,,0,0.6462239513319374
1370,45.0,3.6,0.166,,,0,0.6459008393562715
1371,44.0,3.58,0.181,,,0,0.6455778889365934
1372,48.0,3.68,0.171,,,0,0.6452550999921252
1373,47.0,4.12,0.123,,,0,0.6449324724421291
1374,46.0,4.08,0.154,,,0,0.6446100062059081
1375,44.0,4.48,0.15,,,0,0.6442877012028052
1376,48.0,4.98,0.149,,,0,0.6439655573522038
1377,51.0,4.89,0.133,,,0,0.6436435745735278
1378,50.0,5.38,0.119,,,0,0.6433217527862412
1379,50.0,5.98,0.11,,,0,0.6433217527862412
1380,51.0,6.42,0.099,,,0,0.6433217527862412
1381,51.0,7.12,0.086,,,0,0.6433217527862412
1382,52.0,7.6,0.102,,,0,0.6433217527862412
1383,52.0,6.33,0.084,,,0,0.6430000919098481
1384,53.0,5.47,0.094,,,0,0.6426785918638932
1385,54.0,4.76,0.081,,,0,0.6423572525679613
1386,54.0,5.13,0.08,,,0,0.6420360739416774
1387,52.0,5.31,0.102,,,0,0.6417150559047066
1388,54.0,5.65,0.116,,,0,0.6413941983767543
1389,52.0,6.09,0.106,,,0,0.6410735012775659
1390,49.0,6.45,0.109,,,0,0.6407529645269272
1391,49.0,6.78,0.136,,,0,0.6404325880446637
1392,51.0,7.24,0.134,,,0,0.6401123717506414
1393,52.0,7.02,0.149,,,0,0.6397923155647661
1394,51.0,7.49,0.134,,,0,0.6394724194069837
1395,50.0,7.98,0.148,,,0,0.6391526831972802
1396,51.0,8.52,0.147,,,0,0.6388331068556816
1397,50.0,9.2,0.156,,,0,0.6385136903022538
1398,49.0,8.54,0.146,,,0,0.6381944334571027
1399,50.0,7.68,0.142,,,0,0.6381944334571027
1400,50.0,6.98,0.137,,,0,0.6381944334571027
1401,53.0,4.52,0.145,,,0,0.6381944334571027
1402,52.0,4.1,0.123,,,0,0.6381944334571027
1403,47.0,3.45,0.122,,,0,0.6378753362403742
1404,47.0,2.29,0.148,,,0,0.6378753362403742
1405,52.0,1.6,0.129,,,0,0.6378753362403742
1406,48.0,1.57,0.12,,,0,0.6378753362403742
1407,46.0,1.7,0.145,,,0,0.6378753362403742
1408,49.0,1.74,0.141,,,0,0.6378753362403742
1409,51.0,1.76,0.154,,,0,0.6378753362403742
1410,50.0,1.99,0.206,,,0,0.6378753362403742
1411,52.0,2.3,0.177,,,0,0.6378753362403742
1412,55.0,2.63,0.184,,,0,0.6378753362403742
1413,53.0,2.97,0.157,,,0,0.6378753362403742
1414,53.0,3.33,0.138,,,0,0.6378753362403742
1415,54.0,3.58,0.131,,,0,0.6378753362403742
1416,52.0,3.77,0.132,,,0,0.6378753362403742
1417,53.0,3.95,0.123,,,0,0.6378753362403742
1418,54.0,4.39,0.131,,,0,0.6378753362403742
1419,53.0,5.01,0.109,,,0,0.6378753362403742
1420,52.0,5.37,0.116,,,0,0.6378753362403742
1421,52.0,5.49,0.13,,,0,0.6378753362403742
1422,52.0,6.1,0.134,,,0,0.6378753362403742
1423,52.0,6.65,0.129,,,0,0.637556398572254
1424,52.0,7.38,0.125,,,0,0.6372376203729679
1425,54.0,6.74,0.146,,,0,0.6369190015627815
1426,54.0,7.06,0.16,,,0,0.6366005420620001
1427,51.0,7.65,0.155,,,0,0.6362822417909691
1428,51.0,8.37,0.151,,,0,0.6359641006700737
1429,50.0,9.2,0.135,,,0,0.6356461186197387
1430,47.0,9.92,0.118,,,0,0.6353282955604289
1431,49.0,10.68,0.124,,30,0,0.6350106314126487
1432,50.0,11.5,0.138,,,0,0.6346931260969424
1433,51.0,11.19,0.159,,,0,0.634375779533894
1434,51.0,12.0,0.157,,,0,0.6340585916441271
1435,50.0,12.13,0.127,,,0,0.6337415623483051
1436,51.0,12.7,0.111,,,0,0.633424691567131
1437,51.0,13.29,0.102,,,0,0.6331079792213474
1438,50.0,13.57,0.099,,,0,0.6327914252317368
1439,48.0,14.98,0.097,,,0,0.6324750295191209
1440,50.0,15.61,0.103,,,0,0.6321587920043614
1441,55.0,12.07,0.132,,,0,0.6321587920043614
1442,55.0,12.14,0.146,,,0,0.6321587920043614
1443,55.0,12.86,0.135,,,0,0.6321587920043614
1444,59.0,12.41,0.134,,,0,0.6321587920043614
1445,58.0,8.58,0.132,,,0,0.6318427126083592
1446,53.0,6.26,0.14,,,0,0.6315267912520551
1447,53.0,4.47,0.138,,,0,0.6312110278564291
1448,55.0,2.91,0.142,,,0,0.630895422342501
1449,55.0,1.8,0.146,,,0,0.6305799746313298
1450,53.0,1.53,0.155,,,0,0.6302646846440141
1451,50.0,0.7,0.153,,,0,0.6299495523016921
1452,50.0,0.68,0.155,,,0,0.6296345775255413
1453,50.0,0.74,0.179,,,0,0.6293197602367786
1454,47.0,0.89,0.17,,,0,0.6290051003566602
1455,45.0,1.1,0.181,,,0,0.628690597806482
1456,45.0,1.32,0.173,,,0,0.6283762525075788
1457,45.0,1.41,0.2,,,0,0.6280620643813251
1458,44.0,1.65,0.177,,,0,0.6277480333491344
1459,42.0,1.92,0.17,,,0,0.6274341593324599
1460,42.0,2.35,0.194,,,0,0.6271204422527937
1461,43.0,2.75,0.179,,,0,0.6268068820316673
1462,40.0,3.12,0.182,,,0,0.6268068820316673
1463,40.0,3.32,0.143,,,0,0.6268068820316673
1464,41.0,3.62,0.174,,,0,0.6268068820316673
1465,43.0,3.58,0.149,,,0,0.6268068820316673
1466,43.0,1.98,0.132,,,0,0.6264934785906515
1467,41.0,1.15,0.094,,,0,0.6261802318513562
1468,43.0,0.71,0.102,,,0,0.6258671417354306
1469,41.0,0.4,0.091,,,0,0.6255542081645629
1470,40.0,0.47,0.084,,,0,0.6252414310604806
1471,39.0,0.72,0.101,,,0,0.6249288103449504
1472,39.0,1.02,0.112,,,0,0.624616345939778
1473,39.0,1.25,0.099,,,0,0.6243040377668081
1474,38.0,1.65,0.105,,,0,0.6239918857479247
1475,39.0,2.09,0.119,,,0,0.6236798898050508
1476,38.0,2.65,0.104,,,0,0.6233680498601484
1477,40.0,2.62,0.115,,,0,0.6230563658352183
1478,41.0,3.08,0.133,,,0,0.6227448376523007
1479,42.0,3.57,0.138,,,0,0.6224334652334746
1480,47.0,4.09,0.136,,,0,0.622122248500858
1481,49.0,4.05,0.151,,,0,0.6218111873766076
1482,46.0,4.11,0.157,,,0,0.6218111873766076
1483,46.0,4.35,0.131,,,0,0.6218111873766076
1484,50.0,4.69,0.155,,,0,0.6218111873766076
1485,50.0,5.14,0.144,,,0,0.6218111873766076
1486,46.0,3.56,0.098,,,0,0.6215002817829193
1487,46.0,2.57,0.108,,,0,0.6211895316420278
1488,45.0,0.77,0.097,,,0,0.6208789368762069
1489,45.0,0.47,0.112,,,0,0.6205684974077688
1490,41.0,0.59,0.125,,,0,0.6202582131590649
1491,38.0,0.5,0.116,,,0,0.6199480840524855
1492,39.0,0.43,0.114,,,0,0.6199480840524855
1493,36.0,0.58,0.12,,,0,0.6199480840524855
1494,35.0,0.77,0.161,,,0,0.6199480840524855
1495,34.0,0.97,0.182,,,0,0.6199480840524855
1496,32.0,1.22,0.191,,,0,0.6199480840524855
1497,35.0,1.42,0.19,,,0,0.6199480840524855
1498,33.0,1.75,0.162,,,0,0.6199480840524855
1499,33.0,2.05,0.147,,,0,0.6199480840524855
1500,34.0,2.44,0.135,,,0,0.6199480840524855
1501,33.0,2.85,0.122,,,0,0.6199480840524855
1502,32.0,3.2,0.11,,,0,0.6199480840524855
1503,32.0,3.84,0.105,,,0,0.6199480840524855
1504,31.0,4.38,0.113,,,0,0.6196381100104592
1505,33.0,4.5,0.107,,,0,0.619328290955454
1506,33.0,5.06,0.116,,,0,0.6190186268099763
1507,33.0,5.84,0.098,,,0,0.6187091174965714
1508,35.0,6.59,0.087,,,0,0.6183997629378232
1509,36.0,7.25,0.108,,,0,0.6180905630563543
1510,35.0,8.11,0.096,19,,0,0.6177815177748261
1511,34.0,8.67,0.097,,,0,0.6174726270159387
1512,34.0,9.44,0.111,,,0,0.6171638907024308
1513,39.0,8.07,0.11,,,0,0.6168553087570796
1514,39.0,8.73,0.137,,,0,0.6165468811027011
1515,39.0,9.24,0.119,,,0,0.6162386076621498
1516,45.0,9.75,0.129,,,0,0.6159304883583188
1517,45.0,10.25,0.131,,,0,0.6156225231141397
1518,44.0,10.76,0.132,,,0,0.6153147118525827
1519,43.0,11.29,0.15,,,0,0.6150070544966564
1520,47.0,11.27,0.151,,,0,0.6146995509694081
1521,48.0,10.21,0.148,,,0,0.6143922011939235
1522,48.0,10.61,0.139,,,0,0.6140850050933265
1523,49.0,10.71,0.133,,,0,0.6137779625907799
1524,49.0,10.78,0.101,,,0,0.6137779625907799
1525,49.0,10.69,0.09,,,0,0.6137779625907799
1526,49.0,10.62,0.098,,,0,0.6137779625907799
1527,49.0,10.6,0.101,,,0,0.6137779625907799
1528,49.0,6.03,0.091,,,0,0.6134710736094845
1529,51.0,3.56,0.104,,,0,0.6131643380726798
1530,49.0,1.81,0.11,,,0,0.6128577559036434
1531,49.0,1.21,0.092,,,0,0.6125513270256917
1532,52.0,0.46,0.084,,,0,0.6122450513621789
1533,51.0,0.46,0.084,,,0,0.6119389288364978
1534,46.0,0.62,0.09,,,0,0.6116329593720796
1535,45.0,0.7,0.118,,,0,0.6113271428923936
1536,47.0,0.87,0.15,,,0,0.6110214793209475
1537,46.0,1.02,0.154,,,0,0.6107159685812871
1538,45.0,1.3,0.185,,,0,0.6104106105969964
1539,43.0,1.59,0.19,,,0,0.610105405291698
1540,44.0,1.89,0.165,,,0,0.6098003525890522
1541,43.0,2.19,0.134,,,0,0.6094954524127577
1542,39.0,2.56,0.133,,,0,0.6091907046865513
1543,40.0,2.93,0.15,,,0,0.6088861093342081
1544,40.0,3.4,0.119,,,0,0.608581666279541
1545,37.0,3.32,0.136,,,0,0.6082773754464013
1546,37.0,3.83,0.139,,,0,0.6082773754464013
1547,38.0,4.25,0.145,,,0,0.6082773754464013
1548,37.0,3.91,0.127,,,0,0.6082773754464013
1549,40.0,3.39,0.139,,,0,0.6082773754464013
1550,41.0,1.56,0.139,,,0,0.6079732367586781
1551,41.0,0.69,0.138,,,0,0.6076692501402988
1552,42.0,0.65,0.146,,,0,0.6073654155152287
1553,43.0,0.58,0.171,,,0,0.6070617328074711
1554,41.0,0.81,0.167,,,0,0.6067582019410674
1555,39.0,0.84,0.155,,,0,0.606454822840097
1556,43.0,0.91,0.145,,,0,0.606151595428677
1557,43.0,1.2,0.119,,,0,0.6058485196309628
1558,42.0,1.48,0.097,,,0,0.6055455953711473
1559,41.0,1.76,0.103,,,0,0.6052428225734617
1560,41.0,2.02,0.112,,,0,0.6049402011621751
1561,43.0,2.13,0.115,,,0,0.604637731061594
1562,43.0,2.38,0.104,,,0,0.6043354121960632
1563,42.0,2.77,0.095,,,0,0.6040332444899652
1564,44.0,3.12,0.118,,,0,0.6037312278677203
1565,44.0,3.59,0.098,,,0,0.6034293622537864
1566,42.0,4.23,0.124,,,0,0.6034293622537864
1567,42.0,4.48,0.113,,,0,0.6034293622537864
1568,43.0,4.85,0.141,,,0,0.6034293622537864
1569,45.0,4.86,0.127,,,0,0.6034293622537864
1570,44.0,3.21,0.138,,,0,0.6031276475726596
1571,44.0,2.09,0.103,,,0,0.6028260837488733
1572,44.0,1.71,0.104,,,0,0.6025246707069989
1573,43.0,0.49,0.09,,,0,0.6022234083716455
1574,42.0,0.19,0.087,,,0,0.6019222966674597
1575,36.0,0.33,0.106,,,0,0.601621335519126
1576,35.0,0.51,0.111,,,0,0.6013205248513664
1577,37.0,0.67,0.104,,,0,0.6010198645889407
1578,34.0,0.93,0.117,,,0,0.6007193546566463
1579,34.0,1.2,0.157,,,0,0.6004189949793179
1580,36.0,1.44,0.137,,,0,0.6001187854818283
1581,33.0,1.71,0.156,,,0,0.5998187260890874
1582,33.0,2.06,0.161,,,0,0.5998187260890874
1583,34.0,2.36,0.142,,,0,0.5998187260890874
1584,35.0,2.66,0.135,,,0,0.5998187260890874
1585,37.0,1.92,0.151,,,0,0.5998187260890874
1586,38.0,1.15,0.155,,,0,0.5998187260890874
1587,37.0,0.65,0.122,,,0,0.5998187260890874
1588,41.0,0.51,0.134,,,0,0.5998187260890874
1589,38.0,0.4,0.128,,,0,0.5998187260890874
1590,37.0,0.53,0.132,,,0,0.5998187260890874
1591,39.0,0.54,0.132,,,0,0.5998187260890874
1592,39.0,0.56,0.131,,,0,0.5998187260890874
1593,39.0,0.7,0.168,,,0,0.5998187260890874
1594,39.0,0.95,0.127,,,0,0.5998187260890874
1595,39.0,1.22,0.126,,,0,0.5998187260890874
1596,41.0,1.52,0.117,,,0,0.5998187260890874
1597,39.0,1.81,0.108,,,0,0.5998187260890874
1598,39.0,2.13,0.101,,,0,0.5995188167260429
1599,38.0,2.51,0.086,,,0,0.5992190573176799
1600,38.0,2.89,0.101,,,0,0.5989194477890211
1601,40.0,3.0,0.12,,,0,0.5986199880651266
1602,40.0,3.58,0.146,,,0,0.5983206780710941
1603,41.0,4.24,0.131,,,0,0.5980215177320586
1604,43.0,5.06,0.108,,23,0,0.5977225069731926
1605,43.0,5.76,0.108,,,0,0.5974236457197061
1606,42.0,6.65,0.109,,,0,0.5971249338968463
1607,42.0,7.31,0.113,,,0,0.5968263714298979
1608,44.0,8.12,0.114,,,0,0.596527958244183
1609,45.0,7.83,0.116,,,0,0.596229694265061
1610,45.0,8.6,0.107,,,0,0.5959315794179285
1611,44.0,9.46,0.105,,,0,0.5956336136282195
1612,46.0,9.08,0.077,,,0,0.5953357968214055
1613,45.0,9.61,0.077,,,0,0.5950381289229948
1614,39.0,9.71,0.076,,,0,0.5950381289229948
1615,40.0,9.84,0.097,,,0,0.5950381289229948
1616,41.0,9.51,0.082,,,0,0.5950381289229948
1617,40.0,8.41,0.091,,,0,0.5950381289229948
1618,39.0,5.46,0.104,,,0,0.5947406098585333
1619,40.0,3.12,0.115,,,0,0.594443239553604
1620,39.0,1.73,0.107,,,0,0.5941460179338273
1621,41.0,0.8,0.119,,,0,0.5938489449248604
1622,42.0,0.23,0.132,,,0,0.593552020452398
1623,41.0,0.34,0.136,,,0,0.5932552444421718
1624,44.0,0.33,0.154,,,0,0.5929586168199508
1625,45.0,0.43,0.173,,,0,0.5926621375115408
1626,42.0,0.6,0.189,,,0,0.5923658064427851
1627,44.0,0.79,0.184,,,0,0.5920696235395638
1628,46.0,1.0,0.177,,,0,0.5917735887277941
1629,45.0,1.25,0.177,,,0,0.5914777019334302
1630,45.0,1.51,0.16,,,0,0.5911819630824635
1631,40.0,1.82,0.145,,,0,0.5908863721009223
1632,43.0,2.16,0.136,,,0,0.5905909289148719
1633,42.0,2.41,0.126,,,0,0.5902956334504145
1634,42.0,2.84,0.117,,,0,0.5900004856336893
1635,41.0,3.24,0.119,,,0,0.5897054853908725
1636,41.0,3.64,0.11,,,0,0.5897054853908725
1637,39.0,3.74,0.101,,,0,0.5897054853908725
1638,40.0,4.02,0.116,,,0,0.5897054853908725
1639,39.0,4.22,0.116,,,0,0.5897054853908725
1640,39.0,2.52,0.107,,,0,0.5894106326481772
1641,41.0,1.48,0.125,,,0,0.5891159273318531
1642,39.0,1.2,0.12,,,0,0.5888213693681873
1643,37.0,1.22,0.098,,,0,0.5885269586835032
1644,38.0,1.49,0.074,,,0,0.5882326952041615
1645,35.0,1.54,0.071,,,0,0.5879385788565595
1646,34.0,1.65,0.081,,,0,0.5876446095671313
1647,33.0,2.02,0.087,,,0,0.5873507872623477
1648,34.0,2.46,0.101,,,0,0.5870571118687166
1649,35.0,2.52,0.107,,,0,0.5867635833127822
1650,34.0,2.94,0.123,,,0,0.5864702015211258
1651,34.0,3.47,0.103,,,0,0.5861769664203653
1652,36.0,2.43,0.09,,,0,0.5858838779371551
1653,36.0,2.76,0.093,,,0,0.5855909359981866
1654,31.0,3.06,0.085,,,0,0.5852981405301875
1655,31.0,3.43,0.083,,,0,0.5850054914599224
1656,33.0,3.9,0.092,,,0,0.5847129887141925
1657,36.0,3.48,0.108,,,0,0.5847129887141925
1658,34.0,3.62,0.148,,,0,0.5847129887141925
1659,33.0,3.52,0.146,,,0,0.5847129887141925
1660,39.0,3.47,0.149,,,0,0.5847129887141925
1661,39.0,1.61,0.14,,,0,0.5844206322198354
1662,38.0,0.82,0.126,,,0,0.5841284219037255
1663,36.0,0.53,0.136,,,0,0.5838363576927736
1664,37.0,0.25,0.158,,,0,0.5835444395139273
1665,38.0,0.19,0.15,,,0,0.5832526672941704
1666,37.0,0.33,0.135,,,0,0.5829610409605233
1667,38.0,0.46,0.136,,,0,0.582669560440043
1668,39.0,0.63,0.125,,,0,0.582378225659823
1669,37.0,0.84,0.144,,,0,0.5820870365469931
1670,39.0,1.08,0.135,,,0,0.5817959930287196
1671,38.0,1.35,0.136,,,0,0.5815050950322053
1672,38.0,1.51,0.142,,,0,0.5815050950322053
1673,38.0,1.7,0.157,,,0,0.5815050950322053
1674,36.0,1.79,0.175,,,0,0.5815050950322053
1675,35.0,1.9,0.122,,,0,0.5815050950322053
1676,35.0,1.3,0.106,,,0,0.5815050950322053
1677,35.0,1.09,0.104,,,0,0.5815050950322053
1678,34.0,0.76,0.109,,,0,0.5815050950322053
1679,32.0,0.7,0.078,,,0,0.5815050950322053
1680,33.0,0.8,0.111,,,0,0.5815050950322053
1681,34.0,0.92,0.091,,,0,0.5815050950322053
1682,33.0,1.02,0.118,,,0,0.5815050950322053
1683,31.0,1.31,0.098,,,0,0.5815050950322053
1684,33.0,1.64,0.075,,,0,0.5815050950322053
1685,34.0,1.96,0.124,,,0,0.5815050950322053
1686,33.0,2.3,0.115,,,0,0.5815050950322053
1687,33.0,2.72,0.101,,,0,0.5812143424846892
1688,33.0,3.22,0.1,,,0,0.5809237353134469
1689,35.0,3.25,0.112,,,0,0.5806332734457902
1690,35.0,3.69,0.111,,,0,0.5803429568090673
1691,35.0,4.26,0.11,,,0,0.5800527853306628
1692,37.0,5.06,0.099,,,0,0.5797627589379976
1693,40.0,3.44,0.106,,,0,0.5794728775585286
1694,39.0,3.73,0.115,,,0,0.5791831411197493
1695,34.0,4.25,0.116,,,0,0.5788935495491895
1696,38.0,4.64,0.13,,,0,0.5786041027744149
1697,41.0,4.53,0.127,,,0,0.5783148007230277
1698,38.0,5.07,0.148,,,0,0.5780256433226661
1699,40.0,5.65,0.16,28,,0,0.5777366305010049
1700,43.0,6.05,0.171,,,0,0.5774477621857544
1701,43.0,6.45,0.153,,,0,0.5771590383046616
1702,40.0,6.42,0.144,,,0,0.5771590383046616
1703,40.0,6.42,0.125,,,0,0.5771590383046616
1704,41.0,6.44,0.126,,,0,0.5771590383046616
1705,42.0,5.43,0.132,,,0,0.5771590383046616
1706,41.0,2.76,0.093,,,0,0.5768704587855094
1707,42.0,1.12,0.106,,,0,0.5765820235561167
1708,41.0,0.39,0.089,,,0,0.5762937325443386
1709,39.0,0.5,0.076,,,0,0.5760055856780665
1710,40.0,0.28,0.099,,,0,0.5757175828852275
1711,40.0,0.38,0.087,,,0,0.5754297240937849
1712,39.0,0.6,0.105,,,0,0.5751420092317381
1713,41.0,0.79,0.114,,,0,0.5748544382271222
1714,40.0,1.04,0.126,,,0,0.5745670110080087
1715,37.0,1.38,0.127,,,0,0.5742797275025047
1716,40.0,1.76,0.107,,,0,0.5739925876387535
1717,39.0,2.25,0.099,,,0,0.5737055913449342
1718,38.0,2.7,0.112,,,0,0.5734187385492617
1719,37.0,3.18,0.098,,,0,0.5731320291799872
1720,40.0,3.71,0.112,,,0,0.5728454631653972
1721,40.0,3.85,0.122,,,0,0.5725590404338146
1722,37.0,3.92,0.101,,,0,0.5725590404338146
1723,36.0,3.98,0.09,,,0,0.5725590404338146
1724,37.0,4.15,0.087,,,0,0.5725590404338146
1725,37.0,4.72,0.085,,,0,0.5725590404338146
1726,35.0,2.71,0.096,,,0,0.5722727609135977
1727,33.0,2.12,0.095,,,0,0.571986624533141
1728,34.0,1.8,0.095,,,0,0.5717006312208744
1729,36.0,1.31,0.113,,,0,0.571414780905264
1730,36.0,1.33,0.128,,,0,0.5711290735148113
1731,35.0,1.56,0.149,,,0,0.570843508978054
1732,40.0,1.79,0.129,,,0,0.570558087223565
1733,38.0,1.96,0.142,,,0,0.5702728081799533
1734,38.0,2.23,0.156,,,0,0.5699876717758634
1735,38.0,2.55,0.169,,,0,0.5697026779399755
1736,42.0,2.95,0.174,,,0,0.5694178266010056
1737,42.0,2.98,0.198,,,0,0.5691331176877051
1738,42.0,3.31,0.146,,,0,0.5688485511288613
1739,42.0,2.03,0.105,,,0,0.5685641268532969
1740,44.0,2.15,0.115,,,0,0.5682798447898704
1741,39.0,2.51,0.091,,,0,0.5679957048674754
1742,39.0,2.56,0.101,,,0,0.5679957048674754
1743,38.0,2.68,0.099,,,0,0.5679957048674754
1744,35.0,2.87,0.101,,,0,0.5679957048674754
1745,35.0,2.86,0.113,,,0,0.5679957048674754
1746,34.0,1.0,0.119,,,0,0.5677117070150417
1747,33.0,0.39,0.123,,,0,0.5674278511615342
1748,34.0,0.15,0.112,,,0,0.5671441372359535
1749,33.0,0.22,0.104,,,0,0.5668605651673355
1750,32.0,0.37,0.069,,,0,0.5665771348847519
1751,33.0,0.51,0.078,,,0,0.5662938463173096
1752,33.0,0.69,0.079,,,0,0.5660106993941509
1753,32.0,0.74,0.117,,,0,0.5657276940444539
1754,31.0,1.0,0.118,,,0,0.5654448301974317
1755,31.0,1.16,0.127,,,0,0.5651621077823331
1756,34.0,1.48,0.12,,,0,0.564879526728442
1757,33.0,1.88,0.125,,,0,0.5645970869650778
1758,34.0,2.1,0.145,,,0,0.5643147884215953
1759,35.0,2.37,0.12,,,0,0.5640326310273845
1760,36.0,2.75,0.135,,,0,0.5637506147118709
1761,38.0,2.81,0.123,,,0,0.563468739404515
1762,38.0,3.27,0.137,,,0,0.563468739404515
1763,38.0,3.65,0.129,,,0,0.563468739404515
1764,40.0,4.04,0.092,,,0,0.563468739404515
1765,44.0,3.83,0.122,,,0,0.563468739404515
1766,42.0,2.39,0.13,,,0,0.563468739404515
1767,41.0,1.64,0.133,,,0,0.563468739404515
1768,42.0,1.24,0.148,,,0,0.563468739404515
1769,42.0,1.19,0.135,,,0,0.563468739404515
1770,42.0,1.42,0.127,,,0,0.563468739404515
1771,39.0,1.78,0.12,,,0,0.563468739404515
1772,44.0,1.91,0.13,,,0,0.563468739404515
1773,43.0,2.27,0.119,,,0,0.563468739404515
1774,41.0,2.06,0.124,,,0,0.563468739404515
1775,42.0,1.92,0.114,,,0,0.563468739404515
1776,43.0,2.27,0.101,,,0,0.563468739404515
1777,43.0,2.36,0.092,,,0,0.563468739404515
1778,43.0,2.72,0.093,,,0,0.563468739404515
1779,41.0,3.1,0.091,,,0,0.563468739404515
1780,42.0,3.52,0.105,,,0,0.5631870050348128
1781,41.0,3.9,0.121,,,0,0.5629054115322955
1782,39.0,4.56,0.117,,,0,0.5626239588265294
1783,41.0,5.18,0.143,,,0,0.5623426468471161
1784,41.0,5.82,0.15,,,0,0.5620614755236926
1785,43.0,4.67,0.147,,,0,0.5617804447859307
1786,43.0,5.17,0.112,,,0,0.5614995545635377
1787,38.0,5.72,0.117,,26,0,0.561218804786256
1788,40.0,6.29,0.106,,,0,0.5609381953838629
1789,40.0,7.0,0.11,,,0,0.560657726286171
1790,37.0,7.79,0.109,,,0,0.560377397423028
1791,37.0,8.64,0.122,,,0,0.5600972087243165
1792,35.0,9.22,0.13,,,0,0.5598171601199543
1793,37.0,8.91,0.147,,,0,0.5595372515398943
1794,37.0,9.61,0.145,,,0,0.5592574829141244
1795,36.0,9.17,0.146,,,0,0.5592574829141244
1796,37.0,8.8,0.081,,,0,0.5592574829141244
1797,38.0,8.43,0.1,,,0,0.5592574829141244
1798,37.0,8.22,0.086,,,0,0.5592574829141244
1799,34.0,4.83,0.089,,,0,0.5589778541726673
1800,37.0,2.21,0.114,,,0,0.558698365245581
1801,40.0,0.58,0.113,,,0,0.5584190160629583
1802,38.0,0.2,0.137,,,0,0.5581398065549269
1803,38.0,0.29,0.133,,,0,0.5578607366516495
1804,42.0,0.43,0.128,,,0,0.5575818062833237
1805,41.0,0.58,0.125,,,0,0.557303015380182
1806,42.0,0.69,0.166,,,0,0.557024363872492
1807,45.0,0.86,0.18,,,0,0.5567458516905558
1808,43.0,1.11,0.17,,,0,0.5564674787647106
1809,46.0,1.28,0.201,,,0,0.5561892450253283
1810,43.0,1.57,0.17,,,0,0.5559111504028157
1811,44.0,1.85,0.139,,,0,0.5556331948276143
1812,45.0,2.13,0.146,,,0,0.5553553782302005
1813,44.0,2.5,0.114,,,0,0.5550777005410855
1814,42.0,2.95,0.114,,,0,0.554800161690815
1815,40.0,3.06,0.106,,,0,0.554800161690815
1816,42.0,2.91,0.124,,,0,0.554800161690815
1817,43.0,3.0,0.137,,,0,0.554800161690815
1818,43.0,3.33,0.137,,,0,0.554800161690815
1819,38.0,2.21,0.115,,,0,0.5545227616099696
1820,40.0,1.74,0.115,,,0,0.5542455002291646
1821,38.0,1.37,0.115,,,0,0.55396837747905
1822,36.0,1.46,0.11,,,0,0.5536913932903106
1823,35.0,1.19,0.127,,,0,0.5534145475936655
1824,35.0,1.52,0.082,,,0,0.5531378403198687
1825,37.0,1.62,0.107,,,0,0.5528612713997088
1826,37.0,1.94,0.107,,,0,0.5525848407640089
1827,36.0,2.35,0.115,,,0,0.552308548343627
1828,37.0,2.76,0.09,,,0,0.5520323940694551
1829,37.0,3.22,0.096,,,0,0.5517563778724205
1830,37.0,3.69,0.093,,,0,0.5514804996834843
1831,35.0,4.2,0.131,,,0,0.5512047594336427
1832,36.0,4.7,0.131,,,0,0.5509291570539259
1833,38.0,4.64,0.137,,,0,0.550653692475399
