step,queue,avg_wait_time,co2_kg,ambulance_time,firetruck_time
925,23,8.47,0.0527,,
926,23,9.71,0.0469,,
927,24,10.36,0.0667,,
928,26,9.62,0.059,,
929,26,10.22,0.0824,,
930,26,11.16,0.0577,,
931,25,11.81,0.0632,,
932,25,12.87,0.0426,,
933,25,14.0,0.0679,,
934,24,14.11,0.0504,,
935,24,12.61,0.0571,,
936,30,8.05,0.0815,,
937,30,7.88,0.0833,,
938,29,8.25,0.0759,,
939,29,8.65,0.0847,,
940,31,9.05,0.0899,,
941,30,9.72,0.0975,,
942,29,10.15,0.1177,,
943,32,10.62,0.1186,,
944,34,10.05,0.1249,,
945,34,4.98,0.1027,,
946,34,2.7,0.0748,,
947,30,0.86,0.0856,,
948,31,0.58,0.0951,,
949,31,0.44,0.0887,,
950,27,0.59,0.0935,,
951,28,0.81,0.1236,,
952,29,0.93,0.1316,,
953,28,1.18,0.1306,,
954,28,1.42,0.1256,,
955,26,1.7,0.0926,,
956,26,1.98,0.0962,,
957,25,2.38,0.0885,,
958,24,2.69,0.1103,,
959,23,3.02,0.0832,,
960,24,3.04,0.0984,,
961,23,3.43,0.067,,
962,23,4.05,0.0711,,
963,22,4.47,0.0745,,
964,23,5.11,0.0857,,
965,23,5.81,0.0835,,
966,23,6.59,0.0961,,
967,23,7.12,0.0676,,
968,25,6.76,0.084,,
969,24,7.39,0.0814,,
970,24,7.62,0.0908,,
971,25,8.76,0.059,,
972,28,7.48,0.0867,,
973,27,8.05,0.1082,,
974,27,8.65,0.0985,24,
975,26,9.31,0.1035,,
976,30,8.84,0.1192,,
977,30,9.71,0.1101,,
978,28,8.71,0.112,,
979,30,8.1,0.1127,,
980,31,8.67,0.1091,,
981,31,9.03,0.1007,,
982,29,9.38,0.0891,,
983,30,9.74,0.0885,,
984,32,9.21,0.0913,,
985,32,10.07,0.0765,,
986,32,10.51,0.0721,,
987,30,11.25,0.0715,,
988,31,11.8,0.0693,,
989,31,12.67,0.071,,
990,31,6.76,0.0639,,
991,32,3.29,0.0723,,
992,30,1.39,0.0721,,
993,30,1.1,0.0774,,
994,30,1.18,0.0659,,
995,27,1.23,0.067,,
996,27,1.46,0.084,,
997,27,1.79,0.0796,,
998,23,2.08,0.0948,,
999,24,2.37,0.1026,,
1000,23,2.35,0.0751,,
1001,22,2.67,0.1051,,
1002,22,3.02,0.0834,,
1003,18,3.4,0.0866,,
1004,19,3.82,0.0839,,
1005,17,4.26,0.085,,
1006,17,4.73,0.0883,,
1007,18,5.37,0.0976,,
1008,23,4.57,0.1207,,
1009,23,5.1,0.1372,,
1010,22,5.7,0.1195,,
1011,26,6.08,0.1197,,
1012,25,6.82,0.1144,,
1013,25,7.38,0.0843,,
1014,25,8.47,0.0924,,
1015,28,9.18,0.1066,,
1016,30,8.83,0.0836,,
1017,30,9.25,0.1053,,
1018,30,9.69,0.0629,,
1019,29,10.17,0.064,,
1020,28,11.26,0.0599,,
1021,28,11.76,0.0598,,
1022,28,12.26,0.0558,,
1023,28,11.88,0.072,,
1024,30,10.68,0.0713,,
1025,29,11.11,0.0649,,
1026,29,10.78,0.0529,,
1027,27,10.49,0.0655,,
1028,28,11.25,0.0659,,
1029,28,11.83,0.0656,,
1030,27,12.33,0.0706,,
1031,27,12.92,0.0809,,
1032,29,12.15,0.0846,,
1033,29,12.7,0.0833,,
1034,29,13.3,0.0793,,
1035,29,7.59,0.0877,,
1036,30,4.08,0.0814,,
1037,26,2.03,0.0851,,
1038,26,1.38,0.1039,,
1039,27,1.26,0.099,,
1040,26,0.98,0.1116,,
1041,26,1.16,0.1173,,
1042,26,1.39,0.1078,,
1043,23,1.56,0.1135,,
1044,28,1.45,0.1167,,
1045,27,1.59,0.1305,,
1046,24,1.77,0.1402,,
1047,24,1.98,0.1455,,
1048,27,1.98,0.1581,,
1049,24,2.22,0.1325,,
1050,24,2.47,0.1343,,
1051,24,2.73,0.1344,,
1052,25,3.0,0.1321,,
1053,25,3.38,0.0958,,
1054,24,3.79,0.0743,,
1055,24,4.07,0.0932,,
1056,25,4.16,0.0876,,
1057,25,4.67,0.0885,,
1058,24,5.1,0.0715,,
1059,24,5.72,0.0591,,
1060,25,6.26,0.0752,,
1061,25,6.86,0.0692,,
1062,24,7.71,0.0764,,22
1063,24,8.73,0.0761,,
1064,26,8.53,0.0697,,
1065,25,9.62,0.0686,,
1066,25,10.24,0.0673,,
1067,25,11.18,0.0752,,
1068,26,12.19,0.0669,,
1069,24,11.75,0.0725,,
1070,24,12.09,0.0719,,
1071,24,11.59,0.0914,,
1072,26,10.58,0.098,,
1073,25,11.08,0.0938,,
1074,25,11.58,0.0742,,
1075,24,12.14,0.0583,,
1076,25,12.64,0.0608,,
1077,25,13.17,0.064,,
1078,25,14.11,0.0722,,
1079,26,15.18,0.0683,,
1080,32,5.4,0.0749,,
1081,31,2.71,0.0863,,
1082,28,1.11,0.0927,,
1083,28,0.58,0.1129,,
1084,31,0.72,0.0912,,
1085,27,0.86,0.1147,,
1086,27,1.0,0.1273,,
1087,28,1.2,0.0989,,
1088,28,1.27,0.166,,
1089,28,1.44,0.1396,,
1090,25,1.62,0.1263,,
1091,25,1.8,0.134,,
1092,25,2.09,0.084,,
1093,21,2.36,0.1077,,
1094,22,2.7,0.1148,,
1095,22,3.19,0.0955,,
1096,22,3.23,0.0953,,
1097,22,3.62,0.0923,,
1098,22,3.95,0.0973,,
1099,21,4.89,0.089,,
1100,21,5.37,0.0942,,
1101,21,6.03,0.0989,,
1102,21,7.4,0.0891,,
1103,21,7.23,0.0879,,
1104,23,7.0,0.0692,,
1105,23,7.47,0.0675,,
1106,22,7.97,0.0525,,
1107,22,8.74,0.0431,,
1108,23,9.93,0.052,,
1109,22,10.55,0.0526,,
1110,23,11.61,0.0518,,
1111,23,12.29,0.0642,,
1112,25,11.34,0.0667,,
1113,23,10.88,0.069,,
1114,23,10.56,0.0557,,
1115,23,10.53,0.0538,,
1116,28,9.08,0.0619,,
1117,27,9.76,0.0741,,
1118,27,10.21,0.088,,
1119,28,10.71,0.0922,,
1120,31,10.14,0.1054,,
1121,31,10.62,0.1112,,
1122,31,11.12,0.1187,,
1123,34,11.62,0.1234,,
1124,34,12.12,0.1284,,
1125,34,5.38,0.1054,,
1126,34,2.83,0.0837,,
1127,31,1.1,0.0812,,
1128,33,0.53,0.0802,,
1129,33,0.7,0.0734,,
1130,32,0.84,0.0818,,
1131,31,1.02,0.1183,,
1132,31,1.23,0.1138,,
1133,28,1.43,0.1435,,
1134,28,1.68,0.1508,,
1135,27,1.95,0.1532,,
1136,28,2.13,0.1572,,
1137,27,2.43,0.1316,,
1138,24,2.74,0.115,,
1139,24,3.13,0.0967,,
1140,24,3.46,0.1068,,
1141,23,3.95,0.1005,,
1142,22,4.52,0.1156,,
1143,22,5.17,0.0895,,
1144,23,5.46,0.1042,,
1145,23,6.05,0.0845,,
1146,23,6.84,0.0836,,
1147,23,7.51,0.0786,,
1148,24,8.22,0.0794,,
1149,24,9.24,0.0655,,
1150,24,9.76,0.0605,,
1151,23,11.32,0.064,,
1152,28,9.05,0.0799,,
1153,28,9.54,0.0823,,
1154,28,10.02,0.0872,,
1155,30,10.51,0.108,,
1156,32,11.28,0.1046,,
1157,32,12.08,0.1063,,
1158,31,12.59,0.1197,,
1159,33,13.15,0.1124,,
1160,35,12.44,0.1083,,
1161,34,12.48,0.1082,,
1162,33,11.48,0.1021,,
1163,33,11.49,0.063,,
1164,34,11.93,0.0615,,
1165,33,12.39,0.0585,,
1166,32,12.88,0.0673,,
1167,33,13.46,0.0748,,
1168,35,12.82,0.0691,,
1169,35,13.42,0.0844,,
1170,35,7.32,0.0714,,
1171,35,3.77,0.0758,,
1172,32,1.74,0.0761,,
1173,32,1.05,0.0763,,
1174,31,1.1,0.069,,
1175,31,1.19,0.0684,,
1176,32,1.34,0.0848,,
1177,30,1.57,0.1132,,
1178,29,1.84,0.1418,,
1179,29,2.12,0.1217,,
1180,28,2.36,0.1301,,
1181,26,2.66,0.1649,,
1182,24,3.1,0.148,,
1183,24,3.49,0.1297,,
1184,25,3.55,0.1127,,
1185,22,3.84,0.1261,,
1186,22,4.44,0.0918,,
1187,20,4.9,0.0992,,
1188,24,4.59,0.1069,,
1189,24,4.33,0.1333,,
1190,24,4.82,0.1216,,
1191,25,5.36,0.1214,,
1192,28,5.29,0.1467,,
1193,28,6.12,0.1288,,
1194,28,6.44,0.133,,
1195,29,7.18,0.1035,,
1196,30,7.79,0.0926,,
1197,29,8.69,0.0679,,
1198,29,9.43,0.0759,,
1199,30,10.52,0.0572,69,
1200,31,9.84,0.0606,,
1201,31,10.32,0.062,,
1202,31,10.81,0.0542,,
1203,29,11.3,0.0591,,
1204,29,10.95,0.0567,,
1205,29,10.76,0.067,,
1206,28,10.61,0.0693,,
1207,29,11.11,0.0736,,
1208,30,10.36,0.0746,,
1209,30,10.9,0.0803,,
1210,29,11.15,0.073,,
1211,28,12.0,0.0738,,
1212,29,12.56,0.0819,,
1213,29,13.53,0.0802,,
1214,29,14.16,0.0933,,
1215,30,6.89,0.099,,
1216,32,3.02,0.1027,,
1217,29,1.55,0.1034,,
1218,29,0.83,0.0841,,
1219,28,0.95,0.0775,,
1220,29,1.12,0.0937,,
1221,28,1.38,0.0967,,
1222,27,1.54,0.1041,,
1223,25,1.74,0.1094,,
1224,30,1.53,0.1567,,
1225,30,1.78,0.1665,,
1226,28,2.04,0.1408,,
1227,29,2.27,0.1293,,
1228,29,2.49,0.1171,,
1229,28,2.58,0.107,,
1230,28,2.79,0.1142,,
1231,29,3.04,0.1385,,
1232,30,3.08,0.1283,,
1233,29,3.54,0.1083,,
1234,28,3.89,0.0726,,
1235,28,4.48,0.0734,,
1236,29,4.91,0.0694,,
1237,28,5.26,0.0703,,
1238,26,5.55,0.0959,,
1239,26,6.07,0.1021,,
1240,28,6.05,0.1197,,
1241,28,6.95,0.1073,,
1242,27,7.62,0.118,,
1243,27,8.55,0.0939,,
1244,28,9.11,0.0846,,
1245,28,9.61,0.1021,,
1246,27,10.43,0.0949,,
1247,27,11.66,0.0907,,
1248,28,10.26,0.1004,,
1249,28,10.65,0.0827,,
1250,28,10.77,0.0905,,
1251,27,10.46,0.084,,
1252,27,10.97,0.0677,,
1253,27,11.47,0.0644,,
1254,27,11.97,0.0579,,
1255,26,12.53,0.0623,,
1256,28,11.76,0.072,,
1257,28,12.34,0.0789,,
1258,28,12.95,0.076,,
1259,28,14.31,0.0822,,
1260,33,6.4,0.0832,,
1261,33,3.37,0.0945,,
1262,29,1.16,0.1057,,
1263,31,0.67,0.0972,,
1264,34,0.8,0.0833,,
1265,30,0.91,0.0968,,
1266,30,1.09,0.1253,,
1267,31,1.3,0.1087,,
1268,29,1.53,0.1399,,
1269,29,1.74,0.1398,,
1270,25,1.91,0.1197,,
1271,26,2.11,0.1117,,
1272,27,2.22,0.1036,,
1273,25,2.47,0.1149,,
1274,25,2.73,0.1006,,
1275,24,3.02,0.0885,,
1276,22,3.36,0.1033,,
1277,22,3.23,0.0885,,
1278,21,3.59,0.096,,
1279,22,4.14,0.1161,,
1280,24,4.17,0.1126,,
1281,24,4.76,0.1142,,
1282,24,5.6,0.0971,,
1283,23,6.42,0.1052,,
1284,23,7.16,0.0666,,
1285,23,8.2,0.0604,,
1286,23,9.07,0.0485,,66
1287,24,9.69,0.0674,,
1288,26,9.34,0.0719,,
1289,26,9.91,0.0758,,
1290,26,10.84,0.0677,,
1291,24,11.45,0.0546,,
1292,25,12.93,0.054,,
1293,25,13.62,0.0452,,
1294,23,12.46,0.0479,,
1295,24,12.0,0.0565,,
1296,30,8.57,0.076,,
1297,30,8.97,0.0806,,
1298,28,9.38,0.0738,,
1299,28,10.05,0.0893,,
1300,31,10.49,0.0867,,
1301,30,10.95,0.0988,,
1302,30,11.41,0.1213,,
1303,33,11.87,0.1316,,
1304,35,11.19,0.1275,,
1305,35,5.63,0.1038,,
1306,35,2.53,0.0795,,
1307,31,0.77,0.0762,,
1308,32,0.31,0.0799,,
1309,32,0.43,0.0761,,
1310,29,0.57,0.0932,,
1311,30,0.81,0.1145,,
1312,32,1.0,0.1227,,
1313,28,1.24,0.1307,,
1314,28,1.49,0.1276,,
1315,26,1.77,0.096,,
1316,25,2.05,0.0988,,
1317,25,2.4,0.0906,,
1318,22,2.7,0.1024,,
1319,22,3.02,0.1134,,
1320,23,3.24,0.087,,
1321,22,3.68,0.1124,,
1322,22,4.24,0.0966,,
1323,22,4.73,0.0951,,
1324,23,5.38,0.0758,,
1325,22,5.95,0.0897,,
1326,22,6.94,0.0814,,
1327,22,7.65,0.0721,,
1328,24,7.72,0.0787,,
1329,24,9.25,0.0736,,
1330,24,9.52,0.0675,,
1331,24,10.71,0.0572,,
1332,29,9.21,0.0695,,
1333,28,9.95,0.0891,,
1334,28,10.43,0.0909,,
1335,30,10.95,0.0923,,
1336,32,10.37,0.1011,,
1337,32,11.41,0.1156,,
1338,32,11.15,0.1207,,
1339,33,10.23,0.106,,
1340,33,9.9,0.1173,,
1341,33,9.64,0.0914,,
1342,32,10.03,0.0925,,
1343,32,10.49,0.0959,,
1344,34,9.93,0.0771,,
1345,34,10.37,0.084,,
1346,33,11.12,0.0885,,
1347,33,11.93,0.069,,
1348,33,12.49,0.0707,,
1349,33,13.1,0.072,,
1350,33,7.6,0.0719,,
1351,34,3.62,0.0785,,
1352,32,1.56,0.0877,,
1353,32,1.48,0.0758,,
1354,31,1.48,0.0814,,
1355,28,1.43,0.0754,,
1356,29,1.73,0.0931,,
1357,28,2.0,0.0981,,
1358,25,2.35,0.0972,,
1359,26,2.74,0.098,,
1360,26,2.73,0.092,,
1361,24,3.02,0.115,,
1362,23,3.32,0.1014,,
1363,21,3.81,0.0838,,
1364,20,4.38,0.0904,,
1365,20,4.41,0.0989,,
1366,19,4.87,0.1,,
1367,19,5.5,0.0893,,
1368,25,4.59,0.1052,,
1369,25,5.21,0.128,,
1370,25,5.53,0.1165,,
1371,25,6.0,0.1064,,
1372,26,6.85,0.1077,,
1373,26,7.26,0.0948,,
1374,27,8.08,0.0937,,
1375,29,8.75,0.1109,,
1376,31,8.71,0.1121,,
1377,31,9.41,0.0967,67,
1378,31,9.86,0.0847,,
1379,31,10.35,0.059,,
1380,29,11.14,0.0567,,
1381,29,11.64,0.055,,
1382,28,12.49,0.055,,
1383,27,11.29,0.0816,,
1384,29,9.82,0.076,,
1385,29,10.16,0.0838,,
1386,29,10.66,0.0657,,
1387,27,11.16,0.0613,,
1388,28,12.0,0.0725,,
1389,28,12.54,0.0643,,
1390,26,13.11,0.0702,,
1391,27,13.7,0.0867,,
1392,29,12.93,0.0963,,
1393,29,13.49,0.0963,,
1394,29,14.77,0.0847,,
1395,29,7.67,0.0808,,
1396,30,3.9,0.0943,,
1397,27,1.82,0.0954,,
1398,27,1.18,0.085,,
1399,28,0.92,0.0901,,
1400,28,0.83,0.0961,,
1401,28,1.05,0.1059,,
1402,26,1.07,0.1178,,
1403,24,1.27,0.1141,,
1404,29,1.23,0.1253,,
1405,27,1.38,0.14,,
1406,26,1.57,0.153,,
1407,24,1.74,0.1478,,
1408,28,1.8,0.1447,,
1409,27,2.04,0.1298,,
1410,24,2.24,0.1463,,
1411,26,2.5,0.1289,,
1412,26,2.87,0.1181,,
1413,25,3.35,0.0978,,
1414,25,3.71,0.0762,,
1415,25,4.12,0.0859,,
1416,27,4.26,0.0764,,
1417,27,4.54,0.0568,,
1418,26,4.88,0.0683,,
1419,26,5.55,0.0542,,
1420,26,5.77,0.0806,,
1421,24,6.49,0.0739,,
1422,23,7.14,0.0821,,
1423,24,7.83,0.0855,,
1424,26,7.74,0.0964,,
1425,25,8.49,0.1065,,
1426,25,9.28,0.0914,,
1427,25,10.11,0.0849,,
1428,26,9.8,0.0871,,
1429,24,9.56,0.094,,29
1430,24,9.52,0.0819,,
1431,25,9.7,0.0935,,
1432,26,9.36,0.0762,,
1433,25,9.86,0.0867,,
1434,25,10.69,0.0849,,
1435,26,11.23,0.0563,,
1436,25,12.12,0.0683,,
1437,25,13.06,0.0797,,
1438,25,13.64,0.0701,,
1439,26,14.27,0.07,,
1440,32,5.16,0.0905,,
1441,32,2.87,0.0892,,
1442,28,1.36,0.0925,,
1443,29,0.86,0.0933,,
1444,31,1.05,0.0842,,
1445,27,1.21,0.0981,,
1446,27,1.41,0.1226,,
1447,29,1.59,0.1395,,
1448,28,1.6,0.1586,,
1449,28,1.8,0.1511,,
1450,25,1.93,0.1245,,
1451,25,2.11,0.1099,,
1452,25,2.42,0.1,,
1453,21,2.69,0.1226,,
1454,21,3.13,0.1066,,
1455,22,3.54,0.096,,
1456,22,3.62,0.0861,,
1457,22,3.95,0.0922,,
1458,22,4.31,0.0907,,
1459,22,5.08,0.0857,,
1460,22,5.71,0.0897,,
1461,21,6.78,0.0925,,
1462,21,7.8,0.0961,,
1463,22,8.66,0.094,,
1464,24,8.38,0.0676,,
1465,24,8.94,0.0792,,
1466,24,9.5,0.0612,,
1467,23,10.06,0.0502,,
1468,23,11.37,0.0512,,
1469,23,12.41,0.0477,,
1470,23,13.1,0.0531,,
1471,24,14.29,0.0588,,
1472,26,13.16,0.0667,,
1473,25,11.84,0.0672,,
1474,24,11.34,0.0559,,
1475,24,11.91,0.0519,,
1476,29,9.97,0.0642,,
1477,27,11.0,0.0696,,
1478,27,11.5,0.0901,,
1479,28,12.03,0.0956,,
1480,32,11.09,0.111,,
1481,32,11.58,0.1157,,
1482,32,12.07,0.1257,,
1483,34,12.56,0.1149,,
1484,35,13.09,0.1273,,
1485,35,6.23,0.1039,,
1486,35,3.63,0.0778,,
1487,32,1.55,0.0788,,
1488,34,0.65,0.085,,
1489,34,0.78,0.0674,,
1490,30,0.93,0.0883,,
1491,30,1.16,0.1058,,
1492,30,1.36,0.0841,,
1493,27,1.61,0.1472,,
1494,27,1.89,0.1442,,
1495,27,2.16,0.1643,,
1496,27,2.27,0.1728,,
1497,26,2.58,0.1546,,
1498,25,2.9,0.1611,,
1499,24,3.28,0.1228,,
1500,23,3.67,0.0985,,
1501,22,4.02,0.0952,,
1502,21,4.74,0.0949,,
1503,20,5.49,0.0903,,
1504,22,5.48,0.0906,,
1505,22,6.33,0.0806,,
1506,22,7.16,0.0697,,
1507,22,7.86,0.0617,,
1508,23,8.28,0.0682,,
1509,22,9.0,0.0666,,
1510,22,9.51,0.0761,,
1511,22,10.32,0.0762,,
1512,28,8.41,0.0938,,
1513,28,9.26,0.1111,,
1514,28,10.2,0.1055,,
1515,29,10.68,0.0994,25,
1516,31,11.44,0.1018,,
1517,30,11.92,0.1087,,
1518,30,12.76,0.1116,,
1519,31,13.29,0.1195,,
1520,33,11.74,0.1125,,
1521,32,12.18,0.1066,,
1522,32,11.78,0.0901,,
1523,32,11.47,0.0608,,
1524,32,11.9,0.0625,,
1525,32,12.35,0.0692,,
1526,31,12.85,0.0582,,
1527,32,13.38,0.0714,,
1528,34,12.68,0.0769,,
1529,34,13.56,0.0855,,
1530,34,6.81,0.0767,,
1531,34,3.76,0.0763,,
1532,31,1.74,0.0823,,
1533,31,1.1,0.0759,,
1534,32,1.1,0.0667,,
1535,30,1.07,0.0585,,
1536,32,1.23,0.0795,,
1537,29,1.49,0.0802,,
1538,28,1.77,0.1344,,
1539,28,2.1,0.1275,,
1540,26,2.33,0.1304,,
1541,25,2.6,0.1453,,
1542,25,3.02,0.1336,,
1543,23,3.49,0.1218,,
1544,24,3.44,0.1034,,
1545,23,3.9,0.1241,,
1546,21,4.33,0.0996,,
1547,20,4.77,0.0972,,
1548,23,4.42,0.1086,,
1549,23,4.73,0.1157,,
1550,23,5.4,0.1184,,
1551,24,5.88,0.1282,,
1552,28,5.93,0.1462,,
1553,28,6.56,0.1338,,
1554,28,7.1,0.0909,,
1555,28,7.67,0.0875,,
1556,29,8.05,0.0951,,
1557,29,9.17,0.0758,,
1558,29,9.91,0.0621,,
1559,30,10.71,0.0647,,
1560,31,10.3,0.059,,
1561,30,10.76,0.0625,,
1562,29,11.24,0.055,,
1563,28,12.06,0.0554,,
1564,29,12.97,0.0579,,
1565,29,13.51,0.0689,,
1566,28,12.2,0.0664,,
1567,28,10.97,0.0737,,
1568,30,10.13,0.076,,
1569,30,10.64,0.0757,,
1570,28,10.88,0.0617,,
1571,28,11.69,0.0819,,
1572,29,12.55,0.0701,,
1573,29,13.86,0.0725,,
1574,29,14.5,0.0889,,
1575,30,7.06,0.0885,,
1576,32,2.85,0.0911,,
1577,29,1.38,0.1112,,
1578,29,0.62,0.0891,,
1579,29,0.72,0.0779,,
1580,27,0.88,0.0833,,
1581,27,1.07,0.1082,,
1582,24,1.23,0.1157,,
1583,24,1.49,0.1581,,
1584,30,1.36,0.1464,,
1585,27,1.59,0.1341,,
1586,28,1.82,0.1299,,
1587,28,2.04,0.1411,,
1588,28,2.27,0.1392,,
1589,28,2.54,0.1386,,
1590,27,2.83,0.1323,,
1591,26,3.0,0.1417,,
1592,29,3.04,0.1435,,
1593,28,3.35,0.1143,,
1594,28,3.68,0.1165,,
1595,28,4.13,0.0733,,
1596,28,4.74,0.0826,,
1597,27,5.05,0.0847,,
1598,26,5.62,0.0921,,
1599,26,6.0,0.0806,,
1600,27,6.1,0.082,,
1601,26,6.67,0.0805,,
1602,26,6.97,0.0808,,
1603,26,7.68,0.0768,,
1604,26,8.42,0.0794,,
1605,26,8.94,0.0911,,
1606,26,9.47,0.0921,,
1607,27,10.59,0.0961,,
1608,28,8.39,0.1061,,
1609,27,8.36,0.0754,,29
1610,27,9.09,0.0748,,
1611,27,9.85,0.0694,,
1612,27,10.39,0.0535,,
1613,26,10.94,0.0545,,
1614,26,11.42,0.07,,
1615,27,12.0,0.065,,
1616,27,11.27,0.0684,,
1617,27,12.17,0.0692,,
1618,27,12.75,0.0629,,
1619,27,13.36,0.07,,
1620,32,5.42,0.087,,
1621,32,2.4,0.095,,
1622,28,0.88,0.1009,,
1623,30,0.63,0.0917,,
1624,32,0.69,0.0844,,
1625,29,0.82,0.0959,,
1626,30,1.0,0.1122,,
1627,32,1.14,0.1038,,
1628,28,1.33,0.1418,,
1629,28,1.57,0.12,,
1630,25,1.74,0.1222,,
1631,25,1.95,0.1177,,
1632,26,2.02,0.1212,,
1633,25,2.27,0.1182,,
1634,23,2.6,0.1011,,
1635,23,2.98,0.1014,,
1636,22,3.29,0.0963,,
1637,22,4.03,0.0743,,
1638,22,4.46,0.1037,,
1639,23,5.32,0.0904,,
1640,25,5.35,0.1051,,
1641,25,6.35,0.0992,,
1642,24,7.09,0.0923,,
1643,24,7.88,0.0839,,
1644,24,8.47,0.0555,,
1645,24,10.0,0.0476,,
1646,24,10.66,0.0519,,
1647,25,11.31,0.0634,,
1648,27,10.52,0.0868,,
1649,27,11.09,0.0707,,
1650,26,12.03,0.0695,,
1651,26,13.1,0.058,,
1652,26,14.23,0.0558,,
1653,26,14.93,0.0666,,
1654,25,15.1,0.0518,,
1655,25,13.69,0.0639,,
1656,31,8.93,0.0731,,
1657,31,8.78,0.0737,,
1658,30,9.17,0.0764,,
1659,29,9.82,0.0815,,
1660,32,10.25,0.0904,,
1661,31,10.7,0.0933,,
1662,30,11.15,0.1052,,
1663,33,11.62,0.1226,,
1664,35,11.02,0.1375,,
1665,35,5.8,0.1226,,
1666,35,3.2,0.0795,,
1667,31,1.2,0.0741,,
1668,32,0.36,0.0865,,
1669,32,0.5,0.0811,,
1670,28,0.56,0.1038,,
1671,29,0.76,0.1314,,
1672,31,0.91,0.1248,,
1673,29,1.13,0.1436,,
1674,29,1.42,0.1151,,
1675,28,1.69,0.0829,,
1676,27,2.0,0.0972,,
1677,27,2.33,0.0791,,
1678,23,2.53,0.098,,
1679,24,2.88,0.0873,,
1680,24,2.98,0.0876,,
1681,23,3.29,0.0674,,
1682,22,3.79,0.0796,,
1683,22,4.34,0.0797,,
1684,22,4.75,0.0766,,
1685,22,5.51,0.0808,,
1686,21,5.89,0.1005,,
1687,21,6.63,0.1032,,
1688,23,6.33,0.1,,
1689,22,7.11,0.1005,,
1690,22,7.75,0.0853,,
1691,23,8.68,0.0684,,
1692,27,7.78,0.0821,,
1693,26,8.18,0.0891,,
1694,26,9.03,0.0987,,
1695,26,9.47,0.1201,,
1696,30,9.2,0.1061,26,
1697,30,10.39,0.1054,,
1698,29,9.29,0.1161,,
1699,30,8.47,0.1032,,
1700,31,8.84,0.1116,,
1701,31,9.21,0.0987,,
1702,29,9.58,0.0982,,
1703,30,10.0,0.0732,,
1704,32,9.48,0.0695,,
1705,32,10.38,0.0684,,
1706,32,11.1,0.0621,,
1707,33,11.64,0.0687,,
1708,32,12.21,0.0689,,
1709,32,12.79,0.0673,,
1710,32,6.95,0.0656,,
1711,33,3.53,0.0717,,
1712,31,1.6,0.072,,
1713,31,1.4,0.0827,,
1714,31,1.37,0.0729,,
1715,27,1.41,0.0668,,
1716,28,1.7,0.0892,,
1717,27,2.0,0.0916,,
1718,24,2.3,0.0955,,
1719,25,2.67,0.0987,,
1720,25,2.64,0.0965,,
1721,23,2.98,0.1179,,
1722,23,3.28,0.0872,,
1723,19,3.67,0.0962,,
1724,20,4.31,0.0946,,
1725,18,4.79,0.0867,,
1726,18,5.3,0.0958,,
1727,19,6.0,0.0897,,
1728,24,5.09,0.1166,,
1729,24,5.8,0.1215,,
1730,24,6.33,0.104,,
1731,26,6.7,0.1161,,
1732,27,7.45,0.1048,,
1733,26,8.08,0.0868,,
1734,26,9.0,0.0859,,
1735,29,9.74,0.0946,,
1736,31,9.13,0.1084,,
1737,31,9.81,0.0838,,
1738,31,10.27,0.0874,,
1739,30,10.73,0.0684,,
1740,31,11.53,0.0677,,
1741,29,12.03,0.0464,,
1742,29,12.53,0.0701,,
1743,29,13.06,0.0741,,
1744,29,11.21,0.0672,,
1745,29,10.16,0.0768,,
1746,29,10.53,0.0666,,
1747,29,11.03,0.0603,,
1748,28,11.86,0.0628,,
1749,28,12.41,0.0786,,
1750,28,12.97,0.0795,,
1751,27,13.59,0.0785,,
1752,29,12.83,0.0933,,
1753,29,13.72,0.0923,,
1754,29,14.32,0.0801,,
1755,30,7.5,0.0923,,
1756,30,3.9,0.0789,,
1757,26,1.87,0.091,,
1758,26,0.85,0.0989,,
1759,27,0.89,0.0928,,
1760,26,0.74,0.0957,,
1761,26,0.93,0.1067,,
1762,25,1.1,0.0995,,
1763,24,1.29,0.1474,,
1764,28,1.23,0.1159,,
1765,25,1.38,0.1291,,
1766,25,1.55,0.1368,,
1767,26,1.78,0.1416,,
1768,26,1.84,0.1697,,
1769,26,2.04,0.113,,
1770,24,2.35,0.1227,,
1771,27,2.5,0.1211,,
1772,27,2.89,0.1065,,
1773,25,3.11,0.1007,,
1774,24,3.6,0.0759,,
1775,25,3.81,0.0883,,
1776,25,3.89,0.0821,,
1777,25,4.28,0.0861,,
1778,25,4.58,0.0991,,
1779,24,5.12,0.0834,,
1780,25,5.36,0.0829,,
1781,23,6.15,0.0938,,
1782,23,6.92,0.0791,,22
1783,23,8.03,0.0796,,
1784,25,7.68,0.0888,,
1785,25,8.67,0.0813,,
1786,25,9.49,0.078,,
1787,25,10.35,0.0723,,
1788,25,9.75,0.075,,
1789,24,9.25,0.0749,,
1790,24,9.53,0.0806,,
1791,25,10.0,0.0835,,
1792,25,9.63,0.0787,,
1793,25,10.47,0.0993,,
1794,25,11.36,0.0771,,
1795,24,11.94,0.0609,,
1796,25,12.52,0.0667,,
1797,25,13.09,0.0696,,
1798,25,13.7,0.0704,,
1799,26,14.33,0.066,,
1800,32,5.07,0.0763,,
1801,32,2.84,0.0806,,
1802,28,1.3,0.0857,,
1803,29,0.86,0.0965,,
1804,31,0.98,0.0841,,
1805,27,1.15,0.093,,
1806,27,1.35,0.1163,,
