step,queue,avg_wait_time,co2_kg,ambulance_time,firetruck_time
2685,25,8.26,0.0889,,
2686,25,9.27,0.068,,
2687,26,9.82,0.0841,,
2688,26,8.46,0.0884,,
2689,26,9.62,0.0842,,
2690,26,10.15,0.0823,,
2691,25,10.85,0.087,,
2692,25,11.36,0.0525,,
2693,25,11.88,0.0623,,
2694,25,12.39,0.0603,,
2695,25,13.34,0.0582,,
2696,27,12.42,0.0765,,
2697,27,13.4,0.0712,,
2698,27,14.03,0.0688,,
2699,28,14.66,0.0671,,
2700,32,6.52,0.0759,,
2701,32,3.39,0.0879,,
2702,28,1.05,0.092,,
2703,29,0.45,0.095,,
2704,32,0.53,0.0831,,
2705,29,0.7,0.0989,,
2706,29,0.86,0.1098,,
2707,29,1.02,0.096,,
2708,28,1.21,0.1324,,
2709,28,1.4,0.1334,,
2710,25,1.56,0.1266,,
2711,25,1.74,0.1237,,
2712,26,1.8,0.1011,,
2713,24,1.75,0.1272,,
2714,22,1.91,0.0932,,
2715,22,2.17,0.1094,,
2716,21,2.44,0.1233,,
2717,20,2.89,0.0859,,
2718,20,3.3,0.0978,,
2719,21,4.06,0.101,,
2720,23,3.97,0.1055,,
2721,23,4.6,0.1146,,
2722,23,5.5,0.0974,,62
2723,22,6.19,0.0929,,
2724,22,7.21,0.0533,,
2725,22,8.07,0.0455,,
2726,22,8.68,0.051,,
2727,23,9.29,0.0691,,
2728,25,8.94,0.058,,
2729,25,9.52,0.0781,,
2730,25,10.43,0.0705,,
2731,24,11.03,0.0467,,
2732,24,12.5,0.0486,,
2733,24,13.18,0.0609,,
2734,24,13.19,0.0505,,
2735,23,12.07,0.0486,,
2736,29,7.92,0.0674,,
2737,29,8.31,0.0906,,
2738,29,8.72,0.0713,,
2739,28,9.13,0.082,,
2740,30,9.56,0.085,,
2741,30,10.26,0.096,,
2742,29,10.71,0.1011,,
2743,32,11.18,0.1142,,
2744,34,10.55,0.1315,,
2745,34,5.31,0.1032,,
2746,34,2.74,0.0902,,
2747,30,0.93,0.0872,,
2748,31,0.36,0.0831,,
2749,31,0.48,0.0864,,
2750,28,0.63,0.0868,,
2751,29,0.83,0.1186,,
2752,29,1.0,0.1205,,
2753,27,1.22,0.138,,
2754,27,1.53,0.1171,,
2755,24,1.79,0.0993,,
2756,24,2.05,0.1024,,
2757,23,2.33,0.0855,,
2758,20,2.67,0.1145,,
2759,21,3.02,0.0985,,
2760,21,3.11,0.0923,,
2761,21,3.6,0.0957,,
2762,21,4.26,0.0899,,
2763,21,4.64,0.0925,,
2764,22,5.3,0.0871,,
2765,21,5.86,0.0885,,
2766,21,6.85,0.0846,,
2767,21,7.77,0.0718,,
2768,23,7.56,0.0571,,
2769,23,8.81,0.0584,,
2770,23,9.35,0.0617,,
2771,24,10.59,0.0631,,
2772,28,8.76,0.0667,,
2773,28,9.22,0.085,,
2774,26,9.94,0.0856,,
2775,28,10.44,0.0939,,
2776,31,9.85,0.095,,
2777,30,9.6,0.1044,,
2778,29,8.9,0.1157,,
2779,31,8.95,0.1029,,
2780,32,9.34,0.1041,,
2781,31,9.74,0.1021,,
2782,30,10.13,0.0963,,
2783,30,10.58,0.0906,,
2784,33,10.0,0.087,,
2785,32,10.68,0.0823,,
2786,32,11.12,0.0947,,
2787,31,11.61,0.0784,,
2788,32,12.45,0.0779,,
2789,32,13.05,0.0825,,
2790,32,7.28,0.0715,,
2791,33,4.13,0.0798,,
2792,31,1.81,0.0839,,
2793,31,1.25,0.0795,,
2794,31,1.25,0.0633,,
2795,27,1.2,0.0731,,
2796,28,1.48,0.0925,,
2797,27,1.84,0.0828,,
2798,24,2.13,0.0774,,
2799,25,2.42,0.0819,,
2800,24,2.4,0.0917,,
2801,23,2.65,0.0994,,
2802,22,2.98,0.105,,
2803,19,3.34,0.106,,
2804,19,3.66,0.0852,,
2805,18,4.29,0.0802,,
2806,17,4.63,0.1263,,
2807,18,5.56,0.1004,57,
2808,23,4.49,0.1234,,
2809,23,5.02,0.1304,,
2810,23,5.48,0.1188,,
2811,24,5.95,0.1071,,
2812,25,6.82,0.1067,,
2813,25,7.61,0.0867,,
2814,25,8.26,0.0871,,
2815,28,8.94,0.0931,,
2816,30,8.39,0.1124,,
2817,30,9.03,0.089,,
2818,30,9.72,0.0836,,
2819,29,10.19,0.0622,,
2820,29,11.29,0.0615,,
2821,28,11.79,0.0565,,
2822,28,12.32,0.0506,,
2823,27,11.97,0.0698,,
2824,29,9.58,0.092,,
2825,28,9.43,0.0701,,
2826,28,9.89,0.0698,,
2827,27,10.41,0.0625,,
2828,27,10.92,0.0644,,
2829,27,11.78,0.063,,
2830,26,12.36,0.0797,,
2831,27,12.94,0.0838,,
2832,28,12.51,0.0863,,
2833,28,13.08,0.0948,,
2834,28,13.67,0.0896,,
2835,28,7.56,0.0871,,
2836,29,4.13,0.086,,
2837,25,2.03,0.0861,,
2838,25,1.24,0.0912,,
2839,26,0.84,0.0865,,
2840,26,0.74,0.1061,,
2841,26,0.93,0.1202,,
2842,25,1.07,0.0958,,
2843,22,1.23,0.1178,,
2844,27,1.17,0.1242,,
2845,26,1.3,0.1263,,
2846,23,1.46,0.1682,,
2847,24,1.61,0.1552,,
2848,26,1.62,0.167,,
2849,24,1.88,0.1204,,
2850,22,2.06,0.129,,
2851,25,2.37,0.1274,,
2852,24,2.75,0.1145,,
2853,23,3.17,0.0722,,
2854,23,3.62,0.0688,,
2855,23,4.0,0.0789,,
2856,26,3.95,0.0523,,
2857,25,4.36,0.0644,,
2858,25,4.92,0.052,,
2859,25,5.08,0.0553,,
2860,25,5.46,0.0658,,
2861,22,6.03,0.0713,,
2862,22,6.47,0.0872,,
2863,23,7.14,0.0971,,
2864,24,7.24,0.0981,,
2865,24,7.78,0.0843,,
2866,24,8.56,0.0889,,
2867,24,9.65,0.0824,,27
2868,24,9.15,0.0855,,
2869,23,9.47,0.0801,,
2870,23,10.0,0.0858,,
2871,23,9.53,0.0843,,
2872,24,9.0,0.0963,,
2873,24,9.72,0.1011,,
2874,24,10.51,0.0903,,
2875,23,11.35,0.0577,,
2876,24,12.24,0.0666,,
2877,24,12.79,0.0685,,
2878,24,13.36,0.0635,,
2879,25,14.44,0.0739,,
2880,31,6.12,0.0807,,
2881,31,3.45,0.0902,,
2882,28,1.74,0.079,,
2883,28,0.88,0.0981,,
2884,30,0.68,0.0899,,
2885,27,0.85,0.0961,,
2886,26,1.03,0.1106,,
2887,29,1.21,0.1048,,
2888,28,1.26,0.1506,,
2889,27,1.42,0.1533,,
2890,25,1.55,0.1358,,
2891,24,1.7,0.1267,,
2892,24,1.95,0.0983,,
2893,21,2.2,0.1165,,
2894,20,2.39,0.0927,,
2895,21,2.72,0.1013,,
2896,22,2.9,0.0798,,
2897,21,3.26,0.0953,,
2898,21,3.78,0.0911,,
2899,20,4.4,0.0754,,
2900,21,5.0,0.0879,,
2901,20,5.47,0.0907,,
2902,20,6.97,0.0827,,
2903,20,7.52,0.0755,,
2904,23,7.31,0.0995,,
2905,23,7.81,0.0696,,
2906,23,8.65,0.0705,,
2907,22,9.23,0.0485,,
2908,22,10.48,0.044,,
2909,22,11.1,0.0483,,
2910,22,11.72,0.055,,
2911,23,12.82,0.0579,,
2912,25,11.81,0.0683,,
2913,23,10.84,0.0622,,
2914,23,10.26,0.0536,,
2915,24,10.77,0.0524,,
2916,28,9.49,0.0564,,
2917,26,9.95,0.0673,,
2918,26,10.46,0.086,,
2919,28,10.97,0.0952,,
2920,31,10.12,0.1069,,
2921,31,10.6,0.117,,
2922,31,11.1,0.1293,,
2923,32,11.6,0.1211,,
2924,34,12.1,0.1218,,
2925,34,5.4,0.0954,,
2926,34,2.9,0.0854,,
2927,31,1.15,0.0788,,
2928,33,0.6,0.089,,
2929,33,0.76,0.0796,,
2930,30,0.93,0.0703,,
2931,30,1.14,0.1176,,
2932,29,1.35,0.0769,,
2933,27,1.56,0.1571,,
2934,27,1.84,0.1586,,
2935,25,2.12,0.1442,,
2936,27,2.23,0.166,,
2937,25,2.55,0.1465,,
2938,23,2.87,0.1362,,
2939,23,3.19,0.1508,,
2940,24,3.67,0.1042,,
2941,20,4.09,0.1061,,
2942,20,4.88,0.1087,,
2943,20,5.55,0.0859,,
2944,22,5.67,0.075,,
2945,22,6.1,0.1076,,
2946,22,7.05,0.0867,,
2947,22,7.72,0.0761,,
2948,23,8.43,0.076,,
2949,22,9.45,0.0722,,
2950,22,10.65,0.0576,20,
2951,23,12.43,0.0658,,
2952,28,9.41,0.0761,,
2953,28,10.16,0.078,,
2954,28,10.24,0.088,,
2955,28,9.87,0.0948,,
2956,30,10.32,0.1036,,
2957,30,10.76,0.1078,,
2958,28,11.24,0.1211,,
2959,30,11.71,0.1184,,
2960,32,11.02,0.1111,,
2961,31,10.64,0.0989,,
2962,32,10.95,0.1015,,
2963,32,11.4,0.0675,,
2964,33,11.85,0.061,,
2965,31,12.3,0.0647,,
2966,31,12.85,0.0682,,
2967,32,13.74,0.0633,,
2968,34,13.07,0.0872,,
2969,34,13.7,0.0883,,
2970,34,6.95,0.0742,,
2971,34,3.81,0.0755,,
2972,31,1.81,0.0753,,
2973,31,1.12,0.0672,,
2974,31,0.88,0.0601,,
2975,30,1.07,0.0803,,
2976,32,1.21,0.0886,,
2977,30,1.48,0.085,,
2978,28,1.69,0.1243,,
2979,29,1.95,0.1313,,
2980,27,2.19,0.1259,,
2981,26,2.47,0.1635,,
2982,24,2.88,0.1266,,
2983,24,3.33,0.1352,,
2984,24,3.38,0.1045,,
2985,22,3.67,0.1223,,
2986,22,4.17,0.0969,,
2987,19,4.76,0.0797,,
2988,23,4.33,0.1071,,
2989,23,4.75,0.1168,,
2990,23,5.19,0.1262,,
2991,24,5.78,0.1305,,
2992,28,5.84,0.1368,,
2993,28,6.49,0.1354,,
2994,28,7.39,0.1186,,
2995,29,7.82,0.0901,,
2996,29,8.69,0.0919,,
2997,29,9.4,0.0732,,
2998,29,9.86,0.0573,,
2999,30,10.62,0.0576,,
3000,31,10.22,0.0513,,
3001,31,10.68,0.0654,,
3002,29,11.16,0.0545,,
3003,29,11.7,0.0462,,
3004,29,12.56,0.0572,,
3005,29,12.31,0.0608,,
3006,28,12.08,0.0712,,
3007,28,12.0,0.0716,,
3008,30,10.49,0.0801,,
3009,30,10.9,0.078,,
3010,29,11.12,0.0634,,
3011,28,11.95,0.0761,,
3012,29,12.49,0.0801,,
3013,29,13.42,0.0791,,
3014,29,14.43,0.0887,,
3015,30,7.89,0.1036,,
3016,32,3.76,0.0964,,
3017,29,1.78,0.1066,,
3018,29,0.9,0.0836,,
3019,29,0.72,0.0873,,
3020,27,0.88,0.0842,,
3021,27,1.1,0.1057,,
3022,26,1.31,0.1244,,
3023,24,1.49,0.1497,,
3024,30,1.32,0.1283,,
3025,27,1.53,0.1463,,
3026,27,1.71,0.1544,,
3027,29,1.9,0.137,,
3028,28,2.08,0.1281,,
3029,27,2.27,0.1304,,
3030,25,2.45,0.1463,,
3031,27,2.69,0.1149,,
3032,28,2.86,0.1572,,
3033,26,3.15,0.101,,
3034,26,3.6,0.1146,,
3035,26,3.95,0.0742,,
3036,27,4.43,0.0988,,
3037,26,4.83,0.0959,,
3038,25,5.38,0.0833,,
3039,25,5.21,0.0735,,
3040,26,5.02,0.0718,,
3041,26,5.65,0.0772,,
3042,26,6.18,0.0759,,
3043,26,7.19,0.0794,,
3044,27,7.91,0.0842,,
3045,25,8.68,0.0793,,
3046,25,9.24,0.0875,,
3047,26,10.12,0.08,,
3048,27,9.0,0.0912,,
3049,26,9.74,0.0969,,
3050,26,10.59,0.0862,,
3051,25,10.45,0.0592,,
3052,25,11.03,0.0535,,32
3053,25,11.56,0.0548,,
3054,26,11.75,0.0523,,
3055,25,12.31,0.0578,,
3056,27,11.8,0.058,,
3057,26,12.37,0.063,,
3058,26,13.35,0.0626,,
3059,26,13.97,0.0652,,
3060,31,7.6,0.0742,,
3061,31,4.86,0.0948,,
3062,29,3.71,0.1004,,
3063,29,3.36,0.0992,,
3064,33,2.18,0.1035,,
3065,30,1.68,0.1025,,
3066,29,1.27,0.1062,,
3067,31,1.19,0.1141,,
3068,30,1.1,0.1039,,
3069,28,1.29,0.1059,,
3070,26,1.44,0.1016,,
3071,26,1.67,0.0832,,
3072,28,1.73,0.0936,,
3073,26,1.95,0.0855,,
3074,25,2.23,0.0748,,
3075,26,2.5,0.081,,
3076,24,2.83,0.107,,
3077,23,3.25,0.1042,,
3078,22,3.79,0.1188,,
3079,23,4.18,0.1224,,
3080,25,4.61,0.1016,,
3081,24,5.16,0.1284,,
3082,24,5.91,0.0981,,
3083,24,6.43,0.1081,,
3084,24,7.15,0.0774,,
3085,23,7.91,0.0607,,
3086,23,9.0,0.0602,,
3087,24,9.58,0.0778,,
3088,26,9.26,0.0837,,
3089,26,10.09,0.0488,,
3090,26,10.67,0.0715,,
3091,25,11.27,0.061,,
3092,25,12.25,0.0504,,
3093,25,13.29,0.0617,,
3094,24,13.83,0.0497,,
3095,24,12.86,0.0588,,
3096,30,8.18,0.0788,,
3097,30,8.05,0.0916,,
3098,29,8.45,0.0711,,
3099,29,8.85,0.0817,,
3100,31,9.25,0.0921,,
3101,30,9.65,0.1022,,
3102,29,10.36,0.1121,,
3103,32,10.82,0.1222,,
3104,34,10.23,0.1234,,
3105,34,5.07,0.1081,,
3106,34,2.77,0.0955,,
3107,31,0.88,0.0829,,
3108,31,0.4,0.0928,,
3109,31,0.49,0.0818,,
3110,27,0.64,0.0993,,
3111,28,0.86,0.1215,,
3112,28,0.96,0.129,,
3113,27,1.2,0.1432,,
3114,27,1.48,0.1035,,
3115,25,1.77,0.1067,,
3116,24,2.02,0.094,,
3117,24,2.3,0.1247,,
3118,20,2.64,0.1033,,
3119,21,3.02,0.1068,,
3120,21,3.14,0.0941,,
3121,20,3.53,0.0961,,
3122,20,4.26,0.0817,,
3123,20,4.62,0.0981,,
3124,21,5.39,0.091,,
3125,20,5.94,0.0897,,
3126,20,6.53,0.0698,,
3127,20,7.61,0.069,,
3128,22,7.38,0.0871,,
3129,22,8.34,0.0747,,
3130,22,8.84,0.0511,,
3131,22,9.65,0.0649,,
3132,27,8.29,0.0866,,
3133,26,9.46,0.0809,23,
3134,25,9.91,0.0849,,
3135,26,10.4,0.0966,,
3136,30,9.79,0.1029,,
3137,29,9.74,0.1038,,
3138,29,8.68,0.1071,,
3139,31,8.7,0.1114,,
3140,31,9.08,0.0987,,
3141,30,9.46,0.0932,,
3142,29,9.86,0.0965,,
3143,30,10.27,0.0948,,
3144,32,10.18,0.0637,,
3145,32,10.62,0.0674,,
3146,31,11.08,0.0762,,
3147,31,11.56,0.0663,,
3148,32,12.13,0.0663,,
3149,32,12.74,0.0806,,
3150,32,7.05,0.065,,
3151,33,3.57,0.064,,
3152,31,1.59,0.073,,
3153,31,1.36,0.0693,,
3154,30,1.46,0.06,,
3155,28,1.49,0.0641,,
3156,28,1.77,0.0857,,
3157,25,2.13,0.0866,,
3158,24,2.45,0.0878,,
3159,24,2.76,0.0863,,
3160,23,2.72,0.0978,,
3161,23,3.0,0.1108,,
3162,22,3.44,0.088,,
3163,19,3.76,0.1115,,
3164,20,4.39,0.0893,,
3165,18,4.76,0.0903,,
3166,18,5.42,0.0948,,
3167,19,5.97,0.0937,,
3168,24,5.07,0.1117,,
3169,24,5.67,0.1188,,
3170,24,6.17,0.1135,,
3171,24,6.87,0.1007,,
3172,26,7.47,0.1107,,
3173,26,7.89,0.0876,,
3174,26,8.78,0.0887,,
3175,29,9.22,0.1001,,
3176,31,9.16,0.1082,,
3177,31,9.58,0.0941,,
3178,30,10.0,0.0731,,
3179,29,10.45,0.0692,,
3180,30,11.86,0.0649,,
3181,30,12.37,0.0618,,
3182,29,12.89,0.0686,,
3183,28,12.54,0.0576,,
3184,30,10.42,0.0657,,
3185,29,10.0,0.0739,,
3186,29,10.47,0.0645,,
3187,28,11.24,0.0606,,
3188,29,11.76,0.0655,,
3189,28,12.67,0.0727,,
3190,27,12.89,0.0736,,
3191,28,13.46,0.0814,,
3192,29,12.68,0.0974,,
3193,29,13.22,0.0864,,
3194,29,14.12,0.0884,,
3195,30,7.35,0.096,,
3196,30,3.79,0.0888,,
3197,26,1.77,0.0832,,
3198,26,0.74,0.102,,
3199,27,0.95,0.0811,,
3200,26,0.75,0.1039,,
3201,26,0.9,0.1135,,
3202,26,1.07,0.1273,,
3203,23,1.3,0.1172,,
3204,28,1.23,0.1349,,
3205,26,1.4,0.125,,
3206,24,1.55,0.17,,
3207,25,1.78,0.1347,,
3208,27,1.82,0.1331,,
3209,25,2.02,0.1252,,
3210,25,2.31,0.1145,,
3211,26,2.57,0.1248,,
3212,25,2.85,0.0998,,
3213,25,3.23,0.0891,,
3214,25,3.48,0.078,,
3215,24,4.05,0.0873,,
3216,25,4.02,0.0741,,
3217,25,4.54,0.091,,
3218,25,4.97,0.0934,,
3219,24,5.61,0.0673,,
3220,24,6.16,0.0593,,
3221,23,6.59,0.0681,,
3222,22,7.91,0.07,,22
3223,23,8.45,0.0791,,
3224,25,8.28,0.0829,,
3225,25,9.11,0.0774,,
3226,25,9.71,0.0899,,
3227,25,10.53,0.075,,
3228,26,10.58,0.0751,,
3229,24,10.91,0.0757,,
3230,24,11.45,0.0967,,
3231,25,11.31,0.0937,,
3232,25,10.24,0.0844,,
3233,25,10.5,0.0803,,
3234,25,11.03,0.0541,,
3235,26,11.56,0.0572,,
3236,25,12.09,0.0636,,
3237,25,12.62,0.0621,,
3238,25,13.18,0.0703,,
3239,25,14.15,0.0639,,
3240,32,5.09,0.0703,,
3241,30,2.75,0.0888,,
3242,28,1.14,0.0927,,
3243,29,0.67,0.1011,,
3244,31,0.84,0.0992,,
3245,28,1.02,0.1007,,
3246,27,1.19,0.1298,,
3247,29,1.36,0.133,,
3248,28,1.44,0.1339,,
3249,28,1.66,0.1224,,
3250,26,1.8,0.1293,,
3251,24,1.98,0.1204,,
3252,24,2.2,0.0921,,
3253,21,2.59,0.0945,,
3254,21,2.8,0.1021,,
3255,22,3.21,0.0919,,
3256,22,3.4,0.0951,,
3257,22,3.67,0.1009,,
3258,21,4.1,0.1101,,
3259,21,4.7,0.0972,,
3260,21,5.62,0.0942,,
3261,21,6.5,0.0991,,
3262,21,7.5,0.0918,,
3263,22,8.34,0.0597,,
3264,24,8.09,0.0661,,
3265,24,8.62,0.0767,,
3266,23,9.16,0.0527,,
3267,23,9.72,0.054,,
3268,23,10.65,0.0464,,
3269,23,12.07,0.05,,
3270,23,13.21,0.0502,,
3271,24,13.93,0.0543,,
3272,26,12.81,0.0613,,
3273,25,11.5,0.0674,,
3274,24,10.97,0.0514,,
3275,25,11.87,0.0579,,
3276,29,10.16,0.0572,,
3277,27,10.63,0.0729,,
3278,27,11.13,0.0831,,
3279,28,11.66,0.0937,,
3280,32,10.77,0.1016,,
3281,32,11.23,0.1147,,
3282,32,11.72,0.1232,,
3283,34,12.23,0.118,,
3284,35,12.74,0.1231,,
3285,35,5.74,0.0948,,
3286,35,2.72,0.0727,,
3287,31,1.02,0.075,,
3288,34,0.54,0.0917,,
3289,34,0.67,0.0922,,
3290,32,0.83,0.0945,,
3291,32,1.02,0.0834,,
3292,31,1.22,0.1087,,
3293,29,1.41,0.1611,,
3294,29,1.65,0.1543,,
3295,28,1.96,0.1571,,
3296,29,2.12,0.1491,,
3297,27,2.46,0.1074,,
3298,25,2.79,0.1063,,
3299,25,3.19,0.0908,,
3300,25,3.61,0.1285,,
3301,23,4.07,0.0829,,
3302,23,4.76,0.0999,,
3303,22,5.32,0.0925,,
3304,24,5.39,0.1011,,
3305,24,5.95,0.0871,,
3306,24,6.88,0.0744,,
3307,24,7.35,0.0877,,
3308,25,8.24,0.064,,
3309,25,8.97,0.088,,
3310,24,9.75,0.0663,,
3311,24,10.31,0.074,,
3312,30,8.52,0.081,,
3313,30,9.39,0.0891,,
3314,30,10.33,0.0945,,
3315,30,11.1,0.1033,,
3316,33,11.9,0.1009,,
3317,32,12.43,0.1133,,
3318,32,12.2,0.1113,,
3319,34,12.15,0.1219,,
3320,36,10.8,0.1142,,
3321,35,10.59,0.0971,,
3322,34,10.65,0.1007,,
3323,34,11.07,0.0679,,
3324,34,11.51,0.0661,,
3325,34,11.95,0.076,,
3326,33,12.76,0.0752,,
3327,34,13.29,0.0721,,
3328,36,12.72,0.076,,
3329,36,13.35,0.0916,,
3330,36,7.31,0.0842,,
3331,35,3.78,0.0769,,
3332,33,1.89,0.0768,,
3333,33,1.18,0.0832,,
3334,31,1.23,0.0635,,
3335,32,1.33,0.0856,,
3336,33,1.46,0.0897,,
3337,30,1.73,0.0731,,
3338,30,2.02,0.1414,,
3339,30,2.36,0.11,,
3340,27,2.6,0.148,,
3341,27,2.91,0.1498,,
3342,25,3.3,0.1389,,
3343,24,3.79,0.1365,,
3344,25,3.93,0.1153,,
3345,23,4.45,0.1262,,
3346,22,4.9,0.0933,,
3347,22,5.38,0.0899,,
3348,25,5.02,0.1062,,
3349,25,4.74,0.114,,
3350,25,5.27,0.1149,,
3351,25,6.15,0.1211,,
3352,29,5.91,0.1396,,
3353,29,6.52,0.1377,,
3354,29,7.22,0.1374,,
3355,30,7.65,0.0924,,
3356,31,8.28,0.0935,,
3357,30,8.95,0.0894,,
3358,30,10.23,0.0691,,
3359,31,11.06,0.0566,69,
3360,32,10.37,0.0589,,
3361,31,10.87,0.0575,,
3362,31,11.37,0.0578,,
3363,29,11.08,0.0608,,
3364,30,11.19,0.0654,,
3365,30,11.73,0.0702,,
3366,29,11.72,0.0675,,
3367,30,12.0,0.0734,,
3368,31,11.25,0.0898,,
3369,31,11.78,0.0794,,
3370,30,12.02,0.0683,,
3371,29,12.59,0.0733,,
3372,30,13.82,0.0782,,
3373,30,14.79,0.0763,,
3374,30,15.45,0.0885,,
3375,31,9.05,0.088,,
3376,33,4.0,0.1107,,
3377,30,1.9,0.0993,,
3378,30,1.07,0.0864,,
3379,30,0.98,0.0832,,
3380,29,1.07,0.0785,,
3381,29,1.29,0.1006,,
3382,28,1.55,0.0927,,
3383,27,1.8,0.1458,,
3384,32,1.44,0.1438,,
3385,29,1.66,0.1449,,
3386,29,1.84,0.164,,
3387,29,2.02,0.146,,
3388,29,2.24,0.1294,,
3389,29,2.46,0.1064,,
3390,27,2.7,0.1177,,
3391,28,2.88,0.141,,
3392,29,2.94,0.1478,,
3393,28,3.24,0.135,,
3394,27,3.56,0.0869,,
3395,27,4.15,0.0922,,
3396,28,4.43,0.0926,,
3397,28,5.07,0.0917,,
3398,26,5.4,0.1012,,
3399,26,6.1,0.103,,
3400,28,5.98,0.0941,,
3401,27,6.7,0.0981,,
3402,27,7.31,0.0866,,
3403,27,8.63,0.0749,,
3404,28,9.18,0.0889,,
3405,27,10.57,0.0809,,
3406,27,11.2,0.0809,,
3407,26,11.0,0.0818,,
3408,28,10.27,0.0929,,
3409,28,10.44,0.0736,,
3410,28,9.86,0.0816,,
3411,26,10.4,0.074,,
3412,27,10.89,0.0631,,
3413,27,11.71,0.0639,,
3414,25,12.24,0.0581,,
3415,26,12.76,0.075,,
3416,28,12.3,0.0694,,
3417,27,12.89,0.0761,,
3418,27,13.86,0.0737,,
3419,27,14.47,0.0703,,
3420,32,6.51,0.0826,,
3421,32,3.44,0.0975,,
3422,28,1.12,0.0946,,
3423,29,0.38,0.099,,
3424,32,0.44,0.0865,,
3425,29,0.57,0.1017,,
3426,29,0.72,0.118,,
3427,30,0.88,0.106,,
3428,28,1.07,0.1503,,
3429,28,1.26,0.1436,,
3430,25,1.42,0.1102,,
3431,25,1.64,0.13,,
3432,25,1.67,0.1211,,
3433,24,1.93,0.1153,,
3434,24,2.21,0.0891,,
3435,22,2.49,0.1042,,
3436,21,2.8,0.0877,,
3437,21,2.92,0.0963,,
3438,20,3.28,0.0912,,
3439,21,3.94,0.1146,,
3440,23,3.86,0.1158,,
3441,23,4.46,0.0998,,
3442,23,5.31,0.0918,,
3443,23,5.87,0.0884,,
3444,22,6.53,0.0468,,
3445,22,7.07,0.0498,,
3446,22,8.44,0.0449,,66
3447,23,9.04,0.0709,,
3448,25,8.42,0.0712,,
3449,25,9.27,0.0643,,
3450,25,9.87,0.0575,,
3451,24,10.47,0.0665,,
3452,24,11.1,0.0501,,
3453,24,12.14,0.058,,
3454,23,12.63,0.0537,,
3455,23,11.7,0.051,,
3456,29,7.74,0.0726,,
3457,29,8.13,0.0839,,
3458,28,8.54,0.0756,,
3459,27,8.95,0.0829,,
3460,30,9.12,0.0914,,
3461,29,10.05,0.0974,,
3462,29,10.5,0.1139,,
3463,32,10.97,0.1261,,
3464,34,10.38,0.1415,,
3465,34,5.07,0.0874,,
3466,34,2.69,0.0891,,
3467,30,0.88,0.0848,,
3468,31,0.33,0.0856,,
3469,31,0.44,0.0753,,
3470,28,0.59,0.0926,,
3471,29,0.78,0.1335,,
3472,31,0.95,0.1162,,
3473,27,1.18,0.1308,,
3474,27,1.44,0.1173,,
3475,24,1.7,0.1065,,
3476,24,2.0,0.0915,,
3477,24,2.29,0.0749,,
3478,20,2.57,0.0975,,
3479,21,2.93,0.1091,,
3480,21,3.12,0.0887,,
3481,21,3.61,0.0845,,
3482,21,4.08,0.0818,,
3483,22,4.56,0.0787,,
3484,22,5.08,0.0802,,
3485,21,5.78,0.0888,,
3486,21,6.37,0.0751,,
3487,21,7.47,0.0786,,
3488,23,7.08,0.0854,,
3489,23,8.24,0.0759,,
3490,23,9.03,0.0575,,
3491,23,9.87,0.0566,,
3492,28,8.5,0.073,,
3493,27,9.19,0.0892,,
3494,27,9.94,0.0946,,
3495,28,10.44,0.0858,,
3496,30,9.18,0.0918,,
3497,30,9.1,0.1011,,
3498,29,9.24,0.1062,,
3499,31,9.0,0.1128,,
3500,31,9.39,0.108,,
3501,31,9.79,0.0902,,
3502,30,10.21,0.0877,,
3503,31,10.63,0.0845,,
3504,33,10.02,0.0992,,
3505,33,10.73,0.0917,,
3506,32,11.47,0.0889,,
3507,31,11.97,0.0681,,
3508,32,12.87,0.0711,,
3509,32,13.49,0.0748,,
3510,32,7.46,0.0656,,
3511,33,4.35,0.0656,,
3512,31,1.88,0.0746,,
3513,31,1.02,0.0734,,
3514,30,0.83,0.0683,,
3515,27,1.07,0.0812,,
3516,28,1.3,0.1051,,
3517,25,1.66,0.0845,,
3518,24,1.95,0.0941,,
3519,25,2.24,0.0869,,
3520,24,2.23,0.0862,,
3521,23,2.49,0.1138,,
3522,21,2.9,0.1093,,
3523,21,3.27,0.1055,,
3524,19,3.69,0.1056,,
3525,18,4.13,0.0937,,
3526,18,4.72,0.1153,,
3527,18,5.38,0.0959,57,
3528,23,4.45,0.1147,,
3529,23,4.88,0.1141,,
3530,23,5.23,0.1276,,
3531,24,6.0,0.112,,
3532,25,6.71,0.0839,,
3533,25,7.5,0.0868,,
3534,25,7.92,0.0877,,
3535,28,8.82,0.0938,,
3536,30,8.29,0.1086,,
3537,30,9.19,0.1054,,
3538,30,9.64,0.0825,,
3539,30,10.11,0.0667,,
3540,29,10.89,0.0654,,
3541,28,11.71,0.054,,
3542,28,12.21,0.0594,,
3543,28,11.88,0.0767,,
3544,29,10.65,0.0704,,
3545,28,10.24,0.0655,,
3546,28,9.95,0.0632,,
3547,27,10.38,0.0627,,
3548,28,11.49,0.0636,,
3549,27,12.06,0.0671,,
3550,27,12.28,0.0784,,
3551,27,12.86,0.0808,,
3552,28,12.1,0.0991,,
3553,28,12.97,0.0881,,
3554,28,13.56,0.101,,
3555,29,7.62,0.079,,
3556,29,3.97,0.0799,,
3557,25,1.84,0.0873,,
3558,25,0.86,0.0925,,
3559,26,0.86,0.0847,,
3560,26,0.76,0.112,,
3561,26,0.93,0.123,,
3562,23,1.1,0.1142,,
