step,total_queue,avg_wait_time,co2_kg,amb_time,fire_time,reward,epsilon
1628,25,0.53,0.105,,,0,0.4220020344065471
1629,26,0.71,0.134,,,0,0.4216644327790218
1630,23,0.89,0.129,,,0,0.4213271012327986
1631,23,1.05,0.107,,,0,0.42099003955181236
1632,23,1.26,0.104,,,0,0.4206532475201709
1633,23,1.37,0.117,,,0,0.42031672492215477
1634,22,1.6,0.12,,,0,0.419980471542217
1635,21,1.89,0.092,,,0,0.41964448716498326
1636,20,2.13,0.09,,,0,0.41930877157525126
1637,20,2.53,0.096,,,0,0.41930877157525126
1638,20,2.97,0.093,,,0,0.41930877157525126
1639,20,3.56,0.094,,,0,0.41930877157525126
1640,20,3.06,0.095,,,0,0.41930877157525126
1641,21,0.88,0.093,,,0,0.418973324557991
1642,21,0.55,0.081,,,0,0.41863814589834464
1643,21,0.12,0.075,,,0,0.41830323538162595
1644,20,0.13,0.046,,,0,0.41796859279332066
1645,18,0.28,0.051,,,0,0.417634217919086
1646,18,0.46,0.044,,,0,0.41730011054475075
1647,16,0.7,0.044,,,0,0.41696627045631496
1648,16,1.04,0.051,,,0,0.4166326974399499
1649,17,1.27,0.072,,,0,0.41629939128199794
1650,15,1.6,0.068,,,0,0.41596635176897234
1651,15,1.93,0.067,,,0,0.4156335786875572
1652,15,2.3,0.063,,,0,0.4153010718246071
1653,16,2.67,0.061,,,0,0.41496883096714743
1654,15,3.07,0.053,,,0,0.4146368559023737
1655,15,3.47,0.054,,,0,0.4143051464176518
1656,15,3.86,0.059,,,0,0.41397370230051767
1657,21,3.1,0.068,,,0,0.41364252333867724
1658,21,3.58,0.074,,,0,0.41331160932000627
1659,19,3.11,0.09,,,0,0.41331160932000627
1660,20,3.14,0.088,,,0,0.41331160932000627
1661,22,3.49,0.08,,,0,0.41331160932000627
1662,22,3.85,0.094,,,0,0.41331160932000627
1663,21,1.0,0.101,,,0,0.41298096003255025
1664,24,0.0,0.107,,,0,0.4126505752645242
1665,23,0.03,0.107,,,0,0.41232045480431256
1666,22,0.11,0.077,,,0,0.4119905984404691
1667,22,0.24,0.072,,,0,0.41166100596171673
1668,20,0.36,0.063,,,0,0.41133167715694735
1669,20,0.52,0.076,,,0,0.4110026118152218
1670,19,0.7,0.102,,,0,0.4106738097257696
1671,17,0.88,0.109,,,0,0.410345270677989
1672,18,1.06,0.138,,,0,0.410345270677989
1673,20,0.97,0.157,,,0,0.410345270677989
1674,19,0.83,0.155,,,0,0.410345270677989
1675,19,0.89,0.099,,,0,0.410345270677989
1676,19,0.06,0.073,,,0,0.410345270677989
1677,20,0.0,0.063,,,0,0.410345270677989
1678,17,0.1,0.064,,,0,0.410345270677989
1679,17,0.3,0.097,,,0,0.410345270677989
1680,17,0.54,0.049,,,0,0.410345270677989
1681,18,0.67,0.063,,,0,0.410345270677989
1682,16,0.93,0.07,,,0,0.410345270677989
1683,15,1.24,0.08,,,0,0.41001699446144657
1684,14,1.55,0.073,,,0,0.4096889808658774
1685,15,1.86,0.079,,,0,0.4093612296811847
1686,15,2.14,0.091,,,0,0.40903374069743975
1687,14,2.43,0.058,,,0,0.4087065137048818
1688,14,2.85,0.065,,,0,0.4083795484939179
1689,16,2.81,0.088,,,0,0.4080528448551227
1690,16,3.23,0.07,,,0,0.4077264025792386
1691,16,3.57,0.066,,,0,0.4074002214571752
1692,16,4.33,0.061,,,0,0.40707430128000943
1693,21,3.74,0.076,,,0,0.4067486418389854
1694,20,4.15,0.085,,,0,0.4064232429255142
1695,20,4.9,0.083,24,,0,0.40609810433117377
1696,21,5.27,0.091,,,0,0.4057732258477088
1697,24,4.97,0.104,,,0,0.40544860726703064
1698,24,5.66,0.103,,,0,0.405124248381217
1699,24,6.03,0.106,,,0,0.40480014898251204
1700,26,6.41,0.097,,,0,0.40447630886332603
1701,27,6.78,0.089,,,0,0.40415272781623535
1702,26,7.16,0.093,,,0,0.40382940563398234
1703,26,7.77,0.08,,,0,0.40350634210947517
1704,26,8.16,0.062,,,0,0.40350634210947517
1705,28,7.6,0.061,,,0,0.40350634210947517
1706,27,7.41,0.062,,,0,0.40350634210947517
1707,26,7.12,0.039,,,0,0.40350634210947517
1708,26,2.67,0.05,,,0,0.4031835370357876
1709,27,0.18,0.038,,,0,0.40286099020615895
1710,25,0.15,0.051,,,0,0.402538701413994
1711,23,0.3,0.058,,,0,0.4022166704528628
1712,24,0.48,0.066,,,0,0.4018948971165005
1713,24,0.62,0.058,,,0,0.4015733811988073
1714,22,0.86,0.067,,,0,0.40125212249384823
1715,22,1.17,0.079,,,0,0.40093112079585314
1716,20,1.49,0.071,,,0,0.40061037589921644
1717,19,1.86,0.089,,,0,0.40028988759849704
1718,19,2.29,0.076,,,0,0.39996965568841825
1719,17,2.68,0.087,,,0,0.3996496799638675
1720,18,3.06,0.09,,,0,0.3993299602198964
1721,20,3.16,0.086,,,0,0.39901049625172047
1722,20,3.71,0.093,,,0,0.3986912878547191
1723,20,4.36,0.078,,,0,0.3983723348244353
1724,19,5.13,0.065,,,0,0.39805363695657575
1725,20,5.8,0.071,,,0,0.39805363695657575
1726,19,6.3,0.064,,,0,0.39805363695657575
1727,19,6.45,0.079,,,0,0.39805363695657575
1728,19,7.19,0.065,,,0,0.39805363695657575
1729,24,1.11,0.077,,,0,0.39773519404701047
1730,24,0.39,0.081,,,0,0.39741700589177287
1731,23,0.06,0.093,,,0,0.39709907228705943
1732,22,0.14,0.085,,,0,0.39678139302922977
1733,23,0.29,0.068,,,0,0.39646396791480637
1734,23,0.49,0.079,,,0,0.39614679674047454
1735,22,0.68,0.087,,,0,0.39582987930308217
1736,22,0.79,0.102,,,0,0.3955132153996397
1737,23,0.95,0.142,,,0,0.39519680482731995
1738,23,1.18,0.112,,,0,0.39488064738345807
1739,23,1.42,0.089,,,0,0.3945647428655513
1740,22,1.66,0.082,,,0,0.3942490910712589
1741,23,1.89,0.082,,,0,0.3939336917984019
1742,22,2.16,0.076,,,0,0.39361854484496317
1743,21,2.51,0.084,,,0,0.3933036500090872
1744,21,2.84,0.091,,,0,0.3929890070890799
1745,22,3.13,0.072,,,0,0.39267461588340863
1746,22,3.11,0.091,,,0,0.39267461588340863
1747,21,3.57,0.055,,,0,0.39267461588340863
1748,21,3.71,0.06,,,0,0.39267461588340863
1749,21,4.33,0.068,,,0,0.39267461588340863
1750,20,1.77,0.048,,,0,0.3923604761907019
1751,20,0.47,0.057,,,0,0.3920465878097493
1752,20,0.03,0.063,,,0,0.3917329505395015
1753,19,0.12,0.053,,,0,0.3914195641790699
1754,19,0.27,0.071,,,0,0.39110642852772665
1755,19,0.45,0.049,,,0,0.39079354338490446
1756,17,0.61,0.068,,,0,0.3904809085501965
1757,17,0.87,0.072,,,0,0.3901685238233564
1758,16,1.06,0.096,,,0,0.3898563890042977
1759,15,1.37,0.105,,,0,0.38954450389309425
1760,15,1.76,0.109,,,0,0.38923286828997977
1761,17,1.88,0.119,,,0,0.38892148199534776
1762,17,2.21,0.123,,,0,0.38892148199534776
1763,17,2.09,0.113,,,0,0.38892148199534776
1764,17,2.22,0.11,,,0,0.38892148199534776
1765,22,1.63,0.096,,,0,0.38892148199534776
1766,21,0.24,0.096,,,0,0.38892148199534776
1767,21,0.11,0.095,,,0,0.38892148199534776
1768,21,0.26,0.095,,,0,0.38892148199534776
1769,23,0.41,0.106,,,0,0.38892148199534776
1770,22,0.57,0.095,,,0,0.38892148199534776
1771,21,0.78,0.091,,,0,0.38892148199534776
1772,22,1.0,0.104,,,0,0.38892148199534776
1773,23,1.29,0.095,,,0,0.38892148199534776
1774,22,1.53,0.094,,,0,0.38892148199534776
1775,22,1.85,0.078,,,0,0.38892148199534776
1776,21,2.12,0.074,,,0,0.38892148199534776
1777,23,2.16,0.073,,,0,0.3886103448097515
1778,23,2.5,0.086,,,0,0.3882994565339037
1779,23,2.78,0.055,,,0,0.38798881696867654
1780,22,3.06,0.061,,,0,0.3876784259151016
1781,23,3.3,0.059,,,0,0.3873682831743695
1782,21,4.12,0.064,,21,0,0.38705838854783
1783,21,4.58,0.068,,,0,0.3867487418369917
1784,21,5.09,0.075,,,0,0.3864393428435221
1785,23,5.47,0.082,,,0,0.38613019136924726
1786,23,6.18,0.082,,,0,0.38582128721615183
1787,23,6.94,0.064,,,0,0.3855126301863789
1788,23,7.74,0.076,,,0,0.38520422008222976
1789,24,8.6,0.074,,,0,0.38489605670616395
1790,23,9.2,0.065,,,0,0.384588139860799
1791,23,9.8,0.089,,,0,0.38428046934891036
1792,24,10.4,0.082,,,0,0.38428046934891036
1793,25,9.76,0.087,,,0,0.38428046934891036
1794,24,10.66,0.092,,,0,0.38428046934891036
1795,23,10.41,0.079,,,0,0.38428046934891036
1796,23,4.71,0.048,,,0,0.3839730449734312
1797,24,1.39,0.037,,,0,0.38366586653745244
1798,21,0.03,0.05,,,0,0.3833589338442225
1799,20,0.13,0.055,,,0,0.3830522466971471
1800,21,0.26,0.053,,,0,0.3827458048997894
1801,25,0.28,0.072,,,0,0.38243960825586953
1802,24,0.4,0.081,,,0,0.38213365656926485
1803,23,0.6,0.12,,,0,0.3818279496440094
1804,22,0.8,0.111,,,0,0.38152248728429417
1805,23,1.05,0.124,,,0,0.3812172692944667
1806,21,1.25,0.135,,,0,0.3809122954790311
1807,21,1.5,0.133,,,0,0.38060756564264786
1808,23,1.75,0.141,,,0,0.3803030795901337
1809,25,1.9,0.122,,,0,0.3799988371264616
1810,25,2.27,0.12,,,0,0.3796948380567604
1811,25,2.55,0.097,,,0,0.379391082186315
1812,23,2.66,0.066,,,0,0.379391082186315
1813,23,2.66,0.066,,,0,0.379391082186315
1814,23,2.86,0.072,,,0,0.379391082186315
1815,22,2.69,0.072,,,0,0.379391082186315
1816,23,0.47,0.066,,,0,0.379087569320566
1817,25,0.2,0.08,,,0,0.37878429926510954
1818,23,0.3,0.065,,,0,0.37848127182569746
1819,22,0.45,0.067,,,0,0.3781784868082369
1820,22,0.67,0.057,,,0,0.3778759440187903
1821,22,0.94,0.07,,,0,0.3775736432635753
1822,21,1.34,0.076,,,0,0.3772715843489644
1823,20,1.69,0.12,,,0,0.3769697670814852
1824,20,1.97,0.132,,,0,0.37666819126782003
1825,22,2.11,0.106,,,0,0.37636685671480574
1826,22,2.5,0.114,,,0,0.3760657632294339
1827,20,2.67,0.09,,,0,0.37576491061885037
1828,20,2.62,0.085,,,0,0.3754642986903553
1829,20,2.76,0.072,,,0,0.375163927251403
1830,20,3.09,0.078,,,0,0.3748637961096019
1831,19,3.55,0.063,,,0,0.3745639050727142
1832,19,4.16,0.092,,,0,0.3745639050727142
1833,21,4.03,0.089,,,0,0.3745639050727142
1834,21,4.06,0.078,,,0,0.3745639050727142
1835,20,4.47,0.108,,,0,0.3745639050727142
1836,19,2.61,0.075,,,0,0.37426425394865603
1837,24,0.92,0.072,,,0,0.3739648425454971
1838,23,0.58,0.089,,,0,0.3736656706714607
1839,21,0.68,0.085,,,0,0.37336673813492355
1840,21,0.28,0.097,,,0,0.37306804474441563
1841,25,0.34,0.112,,,0,0.3727695903086201
1842,23,0.51,0.102,,,0,0.3724713746363732
1843,23,0.69,0.106,,,0,0.37217339753666406
1844,22,0.89,0.116,,,0,0.3718756588186347
1845,24,1.16,0.104,,,0,0.3715781582915798
1846,23,1.49,0.109,,,0,0.37128089576494655
1847,22,1.74,0.101,,,0,0.3709838710483346
1848,23,2.03,0.099,,,0,0.3706870839514959
1849,24,2.13,0.109,,,0,0.3703905342843347
1850,24,2.53,0.084,,,0,0.3700942218569072
1851,23,2.81,0.091,,,0,0.36979814647942166
1852,23,3.17,0.088,,,0,0.36979814647942166
1853,23,3.54,0.073,,,0,0.36979814647942166
1854,23,4.15,0.07,,,0,0.36979814647942166
1855,23,4.75,0.069,,,0,0.36979814647942166
1856,24,5.42,0.089,,,0,0.36979814647942166
1857,26,5.58,0.086,,,0,0.36979814647942166
1858,26,6.09,0.105,,,0,0.36979814647942166
1859,26,6.61,0.076,,,0,0.36979814647942166
1860,26,7.38,0.062,,,0,0.36979814647942166
1861,24,7.94,0.064,,,0,0.3695023079622381
1862,24,9.38,0.043,,,0,0.3692067061158683
1863,24,10.03,0.078,,,0,0.3689113407509756
1864,25,10.69,0.087,,,0,0.3686162116783748
1865,27,10.28,0.087,,,0,0.3683213187090321
1866,27,10.88,0.093,,,0,0.3680266616540649
1867,26,11.5,0.049,,,0,0.3677322403247416
1868,27,12.52,0.052,17,,0,0.3674380545324818
1869,27,13.63,0.049,,,0,0.3671441040888558
1870,26,14.33,0.053,,,0,0.3668503888055847
1871,26,14.55,0.055,,,0,0.3665569084945402
1872,27,15.73,0.061,,,0,0.36626366296774454
1873,32,12.02,0.08,,,0,0.36597065203737034
1874,32,12.56,0.093,,,0,0.36567787551574044
1875,31,13.07,0.09,,,0,0.36538533321532785
1876,32,13.63,0.089,,,0,0.36538533321532785
1877,34,14.2,0.098,,,0,0.36538533321532785
1878,33,13.8,0.113,,,0,0.36538533321532785
1879,33,13.75,0.111,,,0,0.36538533321532785
1880,35,6.8,0.119,,,0,0.36509302494875556
1881,37,2.14,0.122,,,0,0.3648009505287966
1882,36,0.23,0.112,,,0,0.36450910976837353
1883,34,0.3,0.092,,,0,0.36421750248055884
1884,35,0.16,0.06,,,0,0.36392612847857436
1885,33,0.3,0.055,,,0,0.3636349875757915
1886,32,0.48,0.068,,,0,0.36334407958573084
1887,31,0.67,0.079,,,0,0.36305340432206223
1888,30,0.9,0.087,,,0,0.36276296159860455
1889,31,1.09,0.101,,,0,0.36247275122932565
1890,30,1.35,0.103,,,0,0.3621827730283422
1891,28,1.7,0.097,,,0,0.36189302680991947
1892,27,2.04,0.084,,,0,0.36160351238847155
1893,26,2.43,0.092,,,0,0.36131422957856074
1894,25,2.8,0.087,,,0,0.3610251781948979
1895,25,3.33,0.095,,,0,0.36073635805234194
1896,23,3.74,0.107,,,0,0.3604477689659001
1897,24,4.07,0.088,,,0,0.3601594107507274
1898,24,4.5,0.075,,,0,0.3598712832221268
1899,24,5.05,0.077,,,0,0.3595833861955491
1900,24,5.76,0.085,,,0,0.3592957194865926
1901,25,6.07,0.096,,,0,0.35900828291100334
1902,24,7.03,0.084,,,0,0.35872107628467453
1903,24,7.71,0.095,,,0,0.3584340994236468
1904,25,8.43,0.087,,,0,0.35814735214410787
1905,26,8.13,0.091,,,0,0.35814735214410787
1906,25,8.26,0.078,,,0,0.35814735214410787
1907,25,9.51,0.076,,,0,0.35814735214410787
1908,24,9.59,0.073,,,0,0.35814735214410787
1909,28,6.24,0.083,,,0,0.35786083426239257
1910,28,4.97,0.094,,,0,0.35757454559498264
1911,28,3.6,0.096,,,0,0.35728848595850665
1912,27,3.35,0.107,,,0,0.35700265516973984
1913,31,2.7,0.132,,,0,0.356717053045604
1914,31,2.98,0.127,,,0,0.35643167940316756
1915,31,3.16,0.098,,,0,0.356146534059645
1916,33,3.42,0.093,,,0,0.3558616168323973
1917,33,3.07,0.101,,,0,0.3555769275389314
1918,33,2.64,0.075,,,0,0.35529246599690023
1919,32,2.4,0.076,,,0,0.3550082320241027
1920,32,2.5,0.074,,,0,0.3547242254384834
1921,33,1.77,0.091,,,0,0.35444044605813263
1922,30,1.66,0.111,,,0,0.3541568937012861
1923,30,1.98,0.094,,,0,0.3538735681863251
1924,30,2.36,0.1,,,0,0.353590469331776
1925,29,2.71,0.103,,,0,0.3533075969563106
1926,27,3.2,0.102,,,0,0.3533075969563106
1927,27,3.73,0.088,,,0,0.3533075969563106
1928,28,4.2,0.096,,,0,0.3533075969563106
1929,28,3.81,0.093,,,0,0.3533075969563106
1930,28,1.93,0.093,,,0,0.3530249508787455
1931,28,0.79,0.072,,,0,0.35274253091804253
1932,28,0.37,0.062,,,0,0.3524603368933081
1933,26,0.55,0.065,,,0,0.3521783686237934
1934,25,0.53,0.067,,,0,0.35189662592889437
1935,25,0.74,0.082,,,0,0.35161510862815126
1936,24,1.08,0.074,,,0,0.35133381654124873
1937,25,1.34,0.089,,,0,0.35105274948801574
1938,25,1.66,0.114,,,0,0.35077190728842533
1939,23,2.03,0.13,,,0,0.3504912897625946
1940,22,2.42,0.129,,,0,0.3502108967307845
1941,24,2.74,0.127,,,0,0.34993072801339986
1942,24,2.9,0.113,,,0,0.34993072801339986
1943,23,3.08,0.125,,,0,0.34993072801339986
1944,23,3.03,0.111,,,0,0.34993072801339986
1945,28,2.75,0.112,,,0,0.34993072801339986
1946,27,1.44,0.128,,,0,0.34993072801339986
1947,27,0.64,0.096,,,0,0.34993072801339986
1948,25,0.25,0.089,,,0,0.34993072801339986
1949,27,0.16,0.098,,,0,0.34993072801339986
1950,27,0.29,0.1,,,0,0.34993072801339986
1951,26,0.44,0.091,,,0,0.34993072801339986
1952,26,0.59,0.101,,,0,0.34993072801339986
1953,29,0.74,0.123,,,0,0.34993072801339986
1954,28,0.98,0.119,,,0,0.34993072801339986
1955,27,1.22,0.105,,,0,0.34993072801339986
1956,27,1.52,0.086,,,0,0.34993072801339986
1957,27,1.82,0.063,,,0,0.34993072801339986
1958,26,2.18,0.069,,,0,0.34993072801339986
1959,25,2.58,0.068,,,0,0.34965078343098915
1960,26,3.11,0.068,,,0,0.34937106280424435
1961,26,3.23,0.082,,,0,0.3490915659540009
1962,26,3.64,0.08,,,0,0.3488122927012377
1963,25,4.16,0.082,,,0,0.3485332428670767
1964,25,4.66,0.092,,,0,0.34825441627278303
1965,26,5.47,0.1,,,0,0.3479758127397648
1966,25,6.06,0.085,,,0,0.347697432089573
1967,25,6.83,0.085,,,0,0.34741927414390134
1968,26,7.65,0.087,,27,0,0.3471413387245862
1969,28,7.59,0.08,,,0,0.3468636256536065
1970,28,8.42,0.084,,,0,0.34658613475308364
1971,28,9.03,0.082,,,0,0.34630886584528114
1972,27,9.64,0.088,,,0,0.3460318187526049
1973,27,10.88,0.08,,,0,0.34575499329760284
1974,27,11.91,0.058,,,0,0.34575499329760284
1975,27,13.0,0.056,,,0,0.34575499329760284
1976,27,13.72,0.06,,,0,0.34575499329760284
1977,29,11.22,0.075,,,0,0.34575499329760284
1978,28,5.28,0.069,,,0,0.34547838930296476
1979,28,2.11,0.067,,,0,0.3452020065915224
1980,29,0.53,0.054,,,0,0.3449258449862492
1981,32,0.02,0.069,,,0,0.34464990431026016
1982,29,0.11,0.074,,,0,0.34437418438681194
1983,29,0.21,0.097,,,0,0.34409868503930247
1984,30,0.36,0.099,,,0,0.343823406091271
1985,31,0.53,0.1,,,0,0.34354834736639794
1986,30,0.73,0.144,,,0,0.3432735086885048
1987,29,0.96,0.133,,,0,0.342998889881554
1988,28,1.2,0.139,,,0,0.3427244907696488
1989,28,1.47,0.13,,,0,0.34245031117703306
1990,28,1.73,0.126,,,0,0.34217635092809146
1991,26,2.0,0.121,,,0,0.341902609847349
1992,27,2.3,0.098,,,0,0.3416290877594711
1993,28,2.45,0.105,,,0,0.3413557844892635
1994,28,2.79,0.106,,,0,0.3410826998616721
1995,28,3.22,0.083,,,0,0.34080983370178275
1996,27,3.9,0.078,,,0,0.34080983370178275
1997,26,3.9,0.078,,,0,0.34080983370178275
1998,25,4.08,0.087,,,0,0.34080983370178275
1999,25,4.23,0.101,,,0,0.34080983370178275
2000,26,2.74,0.088,,,0,0.34053718583482134
2001,28,1.44,0.102,,,0,0.3402647560861535
2002,26,0.82,0.101,,,0,0.33999254428128456
2003,24,0.44,0.114,,,0,0.3397205502458595
2004,24,0.67,0.078,,,0,0.3394487738056628
2005,23,0.58,0.056,,,0,0.3391772147866183
2006,22,0.82,0.07,,,0,0.33890587301478897
2007,22,1.09,0.068,,,0,0.33863474831637713
2008,20,1.39,0.081,,,0,0.338363840517724
2009,22,1.58,0.086,,,0,0.3380931494453098
2010,22,1.94,0.084,,,0,0.3378226749257536
2011,21,2.31,0.081,,,0,0.33755241678581294
2012,21,2.77,0.071,,,0,0.33728237485238427
2013,21,3.29,0.062,,,0,0.3370125489525024
2014,21,4.0,0.078,,,0,0.3367429389133404
2015,21,4.8,0.06,,,0,0.33647354456220974
2016,22,5.25,0.055,,,0,0.33647354456220974
2017,26,3.42,0.07,,,0,0.33647354456220974
2018,26,3.31,0.085,,,0,0.33647354456220974
2019,26,3.13,0.076,,,0,0.33647354456220974
2020,26,0.45,0.071,,,0,0.33620436572656
2021,28,0.08,0.076,,,0,0.3359354022339787
2022,25,0.14,0.085,,,0,0.3356666539121915
2023,25,0.23,0.088,,,0,0.33539812058906177
2024,27,0.4,0.09,,,0,0.3351298020925905
2025,27,0.56,0.099,,,0,0.33486169825091644
2026,26,0.77,0.097,,,0,0.3345938088923157
2027,25,1.03,0.093,,,0,0.3343261338452019
2028,26,1.31,0.085,,,0,0.3340586729381257
2029,26,1.59,0.083,,,0,0.3337914259997752
2030,25,1.69,0.095,,,0,0.33352439285897534
2031,25,1.98,0.091,,,0,0.33325757334468814
2032,26,2.33,0.1,,,0,0.33325757334468814
2033,28,2.45,0.114,,,0,0.33325757334468814
2034,26,2.67,0.109,,,0,0.33325757334468814
2035,25,2.79,0.089,,,0,0.33325757334468814
2036,25,2.0,0.081,,,0,0.33325757334468814
2037,26,1.77,0.072,,,0,0.33325757334468814
2038,25,1.82,0.068,,,0,0.33325757334468814
2039,24,1.95,0.07,,,0,0.33325757334468814
2040,24,2.32,0.087,,,0,0.33325757334468814
2041,26,2.48,0.07,,,0,0.33325757334468814
2042,25,2.9,0.072,,,0,0.33325757334468814
2043,24,2.72,0.08,,,0,0.33325757334468814
2044,24,2.81,0.077,,,0,0.33325757334468814
2045,25,2.77,0.08,,,0,0.33325757334468814
2046,25,2.31,0.063,,,0,0.33325757334468814
2047,24,2.56,0.075,,,0,0.33325757334468814
2048,24,2.85,0.074,,,0,0.33325757334468814
2049,26,2.81,0.072,,,0,0.33325757334468814
2050,26,3.17,0.07,,,0,0.33325757334468814
2051,24,3.66,0.067,,,0,0.33325757334468814
2052,25,4.06,0.075,,,0,0.33325757334468814
2053,27,3.83,0.072,,,0,0.33325757334468814
2054,26,4.22,0.102,,,0,0.3329909672860124
2055,26,4.78,0.103,,,0,0.33272457451218357
2056,28,5.22,0.1,,,0,0.33245839485257384
2057,30,5.16,0.138,,,0,0.33219242813669175
2058,30,5.6,0.149,,,0,0.33192667419418237
2059,30,6.14,0.131,,,0,0.331661132854827
2060,31,6.57,0.143,,,0,0.3313958039485431
2061,31,7.17,0.116,,,0,0.33113068730538425
2062,31,8.03,0.105,31,,0,0.33086578275553996
2063,32,8.51,0.095,,,0,0.33060109012933553
2064,31,9.0,0.098,,,0,0.3303366092572321
2065,33,8.81,0.08,,,0,0.33007233996982627
2066,32,9.26,0.09,,,0,0.3298082820978504
2067,32,9.76,0.063,,,0,0.3295444354721721
2068,32,10.51,0.061,,,0,0.32928079992379433
2069,31,11.02,0.072,,,0,0.32928079992379433
2070,31,12.21,0.073,,,0,0.32928079992379433
2071,30,11.97,0.076,,,0,0.32928079992379433
2072,29,11.45,0.087,,,0,0.32928079992379433
2073,32,4.05,0.08,,,0,0.3290173752838553
2074,32,1.12,0.064,,,0,0.3287541613836282
2075,32,0.43,0.061,,,0,0.3284911580545213
2076,30,0.4,0.065,,,0,0.3282283651280777
2077,29,0.21,0.057,,,0,0.32796578243597524
2078,28,0.32,0.07,,,0,0.32770340981002644
2079,27,0.53,0.06,,,0,0.3274412470821784
2080,26,0.76,0.085,,,0,0.3271792940845127
2081,27,0.93,0.131,,,0,0.32691755064924505
2082,24,1.21,0.144,,,0,0.3266560166087256
2083,24,1.51,0.156,,,0,0.3263946917954386
2084,23,1.84,0.136,,,0,0.32613357604200227
2085,22,2.19,0.134,,,0,0.32587266918116864
2086,21,2.53,0.12,,,0,0.3256119710458237
2087,21,2.98,0.133,,,0,0.325351481468987
2088,21,3.38,0.124,,,0,0.32509120028381183
2089,26,2.79,0.138,,,0,0.32509120028381183
2090,26,2.96,0.14,,,0,0.32509120028381183
2091,25,3.17,0.139,,,0,0.32509120028381183
2092,26,3.24,0.135,,,0,0.32509120028381183
2093,27,1.64,0.135,,,0,0.32483112732358477
2094,27,1.18,0.09,,,0,0.3245712624217259
2095,25,0.62,0.092,,,0,0.3243116054117885
2096,26,0.08,0.097,,,0,0.3240521561274591
2097,28,0.15,0.122,,,0,0.3237929144025571
2098,26,0.31,0.088,,,0,0.323533880071035
2099,26,0.46,0.074,,,0,0.32327505296697817
2100,27,0.66,0.073,,,0,0.3230164329246046
2101,25,0.89,0.069,,,0,0.3227580197782649
2102,23,1.14,0.08,,,0,0.32249981336244227
2103,23,1.41,0.078,,,0,0.3222418135117523
2104,24,1.73,0.085,,,0,0.3219840200609429
2105,26,1.97,0.087,,,0,0.32172643284489416
2106,26,2.49,0.085,,,0,0.3214690516986182
2107,26,3.03,0.069,,,0,0.32121187645725935
2108,25,3.76,0.06,,,0,0.3209549069560935
2109,25,4.48,0.061,,,0,0.3209549069560935
2110,25,4.84,0.06,,,0,0.3209549069560935
2111,24,5.06,0.056,,,0,0.3209549069560935
2112,24,4.94,0.066,,,0,0.3209549069560935
2113,26,1.97,0.065,,,0,0.3206981430305286
2114,26,0.97,0.067,,,0,0.3204415845161042
2115,24,0.27,0.066,,,0,0.32018523124849135
2116,24,0.15,0.068,,,0,0.31992908306349255
2117,23,0.31,0.057,,,0,0.31967313979704176
2118,21,0.48,0.062,,,0,0.31941740128520413
2119,20,0.68,0.075,,,0,0.31916186736417596
2120,20,0.97,0.091,,,0,0.3189065378702846
2121,22,1.17,0.102,,,0,0.31865141263998836
2122,22,1.56,0.107,,,0,0.31865141263998836
2123,22,1.86,0.109,,,0,0.31865141263998836
2124,22,2.28,0.097,,,0,0.31865141263998836
2125,26,1.75,0.096,,,0,0.31865141263998836
2126,25,1.26,0.1,,,0,0.31865141263998836
2127,25,0.9,0.083,,,0,0.31865141263998836
2128,26,0.9,0.089,,,0,0.31865141263998836
2129,28,1.05,0.085,,,0,0.31865141263998836
2130,28,0.79,0.125,,,0,0.31865141263998836
2131,28,0.82,0.123,,,0,0.31865141263998836
2132,29,0.97,0.135,,,0,0.31865141263998836
2133,30,0.89,0.123,,,0,0.31865141263998836
2134,29,1.11,0.077,,,0,0.31865141263998836
2135,27,1.38,0.057,,,0,0.31865141263998836
2136,28,1.68,0.076,,,0,0.31865141263998836
2137,30,1.82,0.068,,,0,0.31865141263998836
2138,27,2.18,0.072,,,0,0.31865141263998836
2139,27,2.55,0.067,,,0,0.31839649150987637
2140,27,3.0,0.072,,,0,0.31814177431666846
2141,26,3.41,0.075,,,0,0.31788726089721514
2142,26,3.86,0.079,,,0,0.3176329510884974
2143,26,4.53,0.094,,,0,0.31737884472762656
2144,27,5.23,0.095,,,0,0.31712494165184446
2145,29,5.37,0.099,,,0,0.316871241698523
2146,29,6.08,0.107,,,0,0.3166177447051642
2147,29,6.86,0.075,,26,0,0.31636445050940004
2148,29,7.5,0.078,,,0,0.3161113589489925
2149,28,8.14,0.081,,,0,0.3158584698618333
2150,28,9.29,0.078,,,0,0.31560578308594384
2151,28,10.27,0.082,,,0,0.3153532984594751
2152,29,10.97,0.089,,,0,0.3151010158207075
2153,31,10.69,0.095,,,0,0.3148489350080509
2154,30,9.94,0.087,,,0,0.3148489350080509
2155,29,9.33,0.052,,,0,0.3148489350080509
2156,29,8.97,0.056,,,0,0.3148489350080509
2157,30,8.51,0.053,,,0,0.3148489350080509
2158,29,4.46,0.051,,,0,0.31459705586004444
2159,28,1.17,0.057,,,0,0.3143453782153564
2160,27,0.18,0.062,,,0,0.31409390191278413
2161,32,0.24,0.075,,,0,0.3138426267912539
2162,32,0.37,0.084,,,0,0.3135915526898209
2163,32,0.52,0.082,,,0,0.3133406794476691
2164,32,0.7,0.098,,,0,0.31309000690411093
2165,32,0.87,0.106,,,0,0.3128395348985876
